id,album,genre,duration
1078032238,Tình Khúc Buồn,Nhạc Trữ Tình,300.98285714285714
1078036040,Nói Về Thì Em Đơi (Single),Nhạc Trẻ,287.52
1076436456,Nhớ Nhau Trong Đời,Trữ Tình & Bolero,322.76897959183674
1078150644,Không Thể Ngừng Nỗi Nhớ (Single),Nhạc Trẻ,196.23183673469387
1078280934,Mashup Ôi Tình Yêu - Ok Chia Tay (Single),Nhạc Trẻ,209.472
1076437572,Album bé Bảo An,Nhạc Thiếu Nhi,221.62285714285716
1078163643,Tuyển Tập Remix,Nhạc Trẻ,252.49959183673468
1078103189,unknown,Nhạc Thiếu Nhi,263.88
1078230723,unknown,Nhạc Trẻ,287.19020408163266
1076346832,unknown,Nhạc Trữ Tình,314.69714285714286
1078196825,unknown,Nhạc Trữ Tình,342.2302040816327
1078245088,Khóc Thầm,Nhạc Trữ Tình,300.1991836734694
1078210472,Hẹn Yêu (Single),Nhạc Trẻ,264.43755102040814
1075811573,Sến Bay 2,Nhạc Trẻ,278.17795918367347
1076359232,Remember Me (SlimV 2017 Mix),Nhạc Trẻ,207.12489795918367
1078210454,unknown,Nhạc Không Lời,315.3502040816326
1078365669,Quân Đoàn Park Hang Seo (Single),Nhạc Trẻ,200.568
1078063117,Lương Viết Quang Remix - Vol 4,Nhạc Dance,227.76
1076444042,Xa Em (Single),Nhạc Trẻ,215.27510204081634
1078133581,unknown,Nhạc Trữ Tình,343.752
1078213082,Ký Ức Trong Mưa,Nhạc Trữ Tình,332.69551020408164
1078029160,Xin Trả Lại Thời Gian,Nhạc Trữ Tình,314.80163265306123
1078143210,Hương Tình Yêu (Vol 2),Nhạc Trữ Tình,230.688
1076358431,Vọng Vu Lan,Nhạc Trữ Tình,347.5069387755102
1076460226,SÓI ( The winter Package Album),Nhạc Trẻ,220.416
1076437711,Chỉ Còn Lại Niềm Đau,Trữ Tình & Bolero,256.632
1078023914,Quê Hương Là Núi Hồng Sông Lam,Nhạc Trữ Tình,298.47510204081635
1075811217,Về Đâu Mái Tóc Người Thương,Nhạc Trữ Tình,334.55020408163267
1076445150,unknown,Trữ Tình & Bolero,284.688
1078194149,Duyên Không Phận,Nhạc Trữ Tình,287.2685714285714
1078125007,Làn Sóng Xanh (Remix) (Single),Nhạc Trẻ,309.36
1078057505,Làm Anh Trai Có Gì Sai (Cover) (Single),Nhạc Trẻ,271.8
1078284050,50% Khi Yêu,Nhạc Trữ Tình,275.9575510204082
1076463872,unknown,Nhạc Trẻ,246.0734693877551
1078071193,unknown,Nhạc Trữ Tình,339.2
1076386202,unknown,Nhạc Dance,339.12
1076411490,Tự Hào Là Người Việt Nam (Single),Nhạc Dân Ca - Quê Hương,258.696
1078046909,Xuân Và Quê Hương Anh,Nhạc Trữ Tình,268.0163265306122
1078197051,unknown,Nhạc Dân Ca - Quê Hương,359.41877551020406
1078018102,Tết Lì Xì,Nhạc Trữ Tình,367.20326530612243
1076445441,unknown,Trữ Tình & Bolero,281.91346938775513
1075810278,Mùa Xuân Của Mẹ (Những tác phẩm của Trịnh Lâm Ngân Volume 2),Nhạc Trữ Tình,262.6089795918367
1078233084,Gặp Lại Cố Nhân,Nhạc Trữ Tình,305.5542857142857
1076442243,unknown,Nhạc Trẻ,275.496
1078138696,Xa Vắng,Nhạc Trữ Tình,263.3404081632653
1078176020,Yêu Trong Cô Đơn (Single),Nhạc Trẻ,239.304
1078037715,Vành Môi Khép Mong Chờ,Nhạc Trữ Tình,386.45551020408163
1076305168,Nếu Như Là Định Mệnh,Nhạc Trẻ,278.016
1078160865,Đừng Nói Yêu Tôi,Nhạc Trữ Tình,324.02285714285716
1078120270,Còn Thương Nhưng Hết Yêu (Remix) (Single),Nhạc Trẻ,255.7126530612245
1078123696,unknown,Nhạc Trẻ,157.28326530612244
1076418147,Nhạc Tình Muôn Thuở II - Yêu Cô Đơn Như Tình Nhân,Nhạc Trữ Tình,340.152
1078232379,unknown,Nhạc Trữ Tình,386.2204081632653
1075810966,Sunday Buồn,Nhạc Trữ Tình,262.26938775510206
1076386547,Cuội Khờ (Single),Nhạc Trẻ,265.296
1076376836,Nhật Tinh Anh EDM - Đập Tung Sàn,Nhạc Trẻ,232.90775510204082
1075811527,Xuân Remix,Nhạc Trẻ,233.2473469387755
1078048135,Đoạn Tuyệt,Nhạc Trữ Tình,388.1012244897959
1078084802,unknown,Nhạc Trữ Tình,254.136
1078211844,unknown,Nhạc Trẻ,214.7265306122449
1076379349,Cho (Single),Nhạc Trẻ,190.632
1078478763,Nắng Xa (EP),Nhạc Trẻ,252.21224489795918
1078166250,Chuyện Tình Cô Lái Đò Bến Hạ,Nhạc Trữ Tình,254.424
1076436311,Nếu Được Làm Người Tình,Trữ Tình & Bolero,306.5469387755102
1076423136,Em Tuyệt Vời Nhất,Nhạc Trữ Tình,230.7134693877551
1076418728,Đường Xưa Lối Cũ,Nhạc Trữ Tình,271.49061224489793
1078109975,unknown,Nhạc Trữ Tình,1363.4351020408162
1076306147,Khóc Một Dòng Sông,Nhạc Trữ Tình,323.2130612244898
1076405450,Hạnh Phúc Của Riêng Anh,Nhạc Dance,273.3191836734694
1078236726,Tình Vội Đổi Thay (Single),Nhạc Trẻ,320.088
1078183342,Đoạn Buồn Đêm Mưa,Nhạc Trữ Tình,246.144
1078283871,Chúc Xuân,Nhạc Trẻ,194.42938775510203
1076417475,Nhớ (Miss You So) (Single),Nhạc Trẻ,224.544
1078179697,Tình Tan Vỡ Mộng,Nhạc Trữ Tình,229.82530612244898
1078239178,Mùa Sầu Riêng,Nhạc Trữ Tình,407.66693877551023
1078029939,Trong Trí Nhớ Của Em (Cover) (Single),Nhạc Trẻ,212.568
1078345067,unknown,Nhạc Trẻ,282.5926530612245
1078132052,unknown,Nhạc Trẻ,238.23673469387754
1076308091,Here We Go (Single),Nhạc Trẻ,264.6204081632653
1078213387,Song Lang OST,Nhạc Phim,96.096
1076422374,Trữ Tình Bolero Miền Trung,Nhạc Trữ Tình,299.04979591836735
1078182750,unknown,Nhạc Dance,316.31673469387755
1078139655,Mong Ước Kỉ Niệm Xưa,Nhạc Trẻ,446.0669387755102
1076418809,Xuân Đẹp Làm Sao (Vol 7),Nhạc Trữ Tình,234.8930612244898
1078021460,Chỉ Là Hư Không (Single),Nhạc Tôn Giáo,258.8995918367347
1078083317,Nhạc Tình Quê Hương 2,Nhạc Trữ Tình,313.5738775510204
1078124833,unknown,Nhạc Trẻ,354.37714285714287
1078046646,Sum Vầy (Single),Nhạc Trẻ,234.03102040816327
1078121076,Tình Lỡ Hè Buồn,Nhạc Trữ Tình,222.216
1078083347,Đau Tận Tâm Can,Nhạc Trẻ,364.7738775510204
1076409528,unknown,Nhạc Thiếu Nhi,219.14122448979592
1078196454,unknown,Nhạc Trẻ,299.64
1078010438,Em Là Của Anh (Single),Nhạc Trẻ,191.088
1078219863,Tình Ca Nguyễn Vãn Chung,Nhạc Trẻ,232.584
1076418146,Nhạc Tình Muôn Thuở II - Yêu Cô Đơn Như Tình Nhân,Nhạc Trữ Tình,296.04
1078284458,Tôi Yêu Bolero,Nhạc Trữ Tình,337.05795918367346
1078004709,Album Sing My Song season 1 - Team Nguyễn Hải Phong,Nhạc Trẻ,215.544
1076446812,Tình Xưa Không Phai,Nhạc Trẻ,293.4073469387755
1078095888,unknown,Nhạc Dân Ca - Quê Hương,1248.648
1076380161,Gợi Nhớ Quê Hương,Nhạc Trữ Tình,309.26367346938775
1078090604,Vì Ai Em Khóc (Single),Nhạc Trẻ,231.26204081632653
1078115569,Ga Chiều Phố Nhỏ,Nhạc Trữ Tình,303.4644897959184
1076441430,Em Trong Mắt Tôi (DJ Minh Trí Remix),Nhạc Trẻ,226.71673469387756
1076443575,Chuyện Tình Ta,Nhạc Trẻ,249.9134693877551
1076458418,Tập Quên Quá Khứ (Single),Nhạc Trẻ,299.616
1076386604,Nhạc Tình Quê Hương,Nhạc Trữ Tình,284.1861224489796
1076342162,Thầy Và Những Người Bạn,Nhạc Trữ Tình,474.69714285714286
1076383186,Bay Lên Những Ước Mơ,Nhạc Thiếu Nhi,207.54285714285714
1076401355,Lan và Điệp,Nhạc Trữ Tình,269.7142857142857
1078238390,Phận Buồn Con Gái,Nhạc Trữ Tình,274.9126530612245
1078136160,Liên Khúc Lý Phật Giáo,Nhạc Tôn Giáo,45.818775510204084
1076441662,Lời Thầy Cô,Nhạc Thiếu Nhi,278.688
1076385391,unknown,Nhạc Trẻ,360.048
1078126693,Chạy Ngay Đi (Cover) (Single),Nhạc Trẻ,247.032
1076110513,Nói Đi Là Đi,Nhạc Trẻ,260.9371428571429
1076307975,Tình Ấm Chiều Quê,Nhạc Trữ Tình,261.8775510204082
1078138240,Hãy Quên Anh,Nhạc Trữ Tình,273.52816326530615
1076390393,unknown,Nhạc Trẻ,316.824
1078354303,Hôm Qua Hôm Nay Rồi Chia Tay (Single),Nhạc Trẻ,291.12
1078041704,Lý Con Sáo Bạc Liêu,Nhạc Trữ Tình,417.168
1078109814,Một Thời Đã Xa (Remix),Nhạc Trẻ,318.27591836734695
1078318044,Yêu Em Quá Hóa Vô Tâm (EP),Nhạc Trẻ,250.272
1078143140,Tuyển Tập Song Ca Bolero,Nhạc Trữ Tình,289.512
1078179622,Ngày Gặp Lại Em (EP),Nhạc Trẻ,244.968
1078021196,unknown,Nhạc Trữ Tình,231.23591836734693
1078046264,Bài Ca Tết Cho Em (Single),Nhạc Trữ Tình,236.4865306122449
1078338118,Em Về Với Huế,Nhạc Dân Ca - Quê Hương,258.816
1078210164,unknown,Nhạc Trữ Tình,285.696
1078144881,15 Năm Xa Quê Hương,Nhạc Trữ Tình,284.0816326530612
1078076287,Cherry Lady (Single),Nhạc Trẻ,267.1020408163265
1076418758,Cỏ Úa - Có Thế thôi,Nhạc Trữ Tình,327.88897959183674
1078144873,15 Năm Xa Quê Hương,Nhạc Trữ Tình,332.930612244898
1078197770,Nhạc Trữ Tình Hay Nhất Của Đăng Nguyên,Nhạc Trữ Tình,212.64
1075835074,unknown,Nhạc Trữ Tình,309.048
1078181295,unknown,Nhạc Trẻ,280.9208163265306
1078041863,Tết Miền Tây,Nhạc Trữ Tình,234.44897959183675
1078136285,Tâm Sen,Nhạc Tôn Giáo,276.8195918367347
1078063607,Người Hùng (Single),Nhạc Trẻ,275.2522448979592
1078124259,unknown,Nhạc Trữ Tình,337.32
1076380874,unknown,Nhạc Trẻ,260.184
1078063112,Lương Viết Quang Remix - Vol 4,Nhạc Dance,240.576
1076411497,Khi Xưa Ta Bé (Parody) (Cover) (Single),Nhạc Trẻ,195.1608163265306
1076242473,Khi Có Em (Single),Nhạc Trẻ,264.04571428571427
1078060138,Lạy Trời Con Được Bình Yên,Nhạc Trữ Tình,273.5804081632653
1078083484,Chỉ Hai Đứa Mình Thôi Nhé,Nhạc Trữ Tình,334.7591836734694
1078227962,Chuyện Đời Con Gái (Đắp Mộ Cuộc Tình 2) (EP),Nhạc Trữ Tình,296.0195918367347
1078143079,unknown,Nhạc Trẻ,185.73061224489797
1078187869,"Đời Mà, Phải Có Ước Mơ Chứ",Nhạc Trữ Tình,350.256
1076308943,Thy,Nhạc Trữ Tình,417.4889795918367
1075810945,Xin Còn Gọi Tên Nhau-Tình khúc Trường Sa,Nhạc Trữ Tình,296.80326530612246
1078202702,unknown,Nhạc Trẻ,283.29795918367347
1078143107,Người Mới Quen (Single),Rap Việt,291.0040816326531
1075835218,Tỏ Tình,Nhạc Trẻ,193.9591836734694
1078202987,Nếu Được Làm Người Tình,Nhạc Trữ Tình,276.21877551020407
1076355724,Đêm Nhớ Người Tình,Nhạc Trữ Tình,265.632
1078085916,Niên Học Sau Cùng,Nhạc Dân Ca - Quê Hương,345.49551020408165
1078160145,Những Lời Này Cho Em,Nhạc Trữ Tình,335.85632653061225
1076382386,"Tiếng Hát Yên Nhiên, Vol.3: Những Tuyệt Phẩm Của Nhạc Sĩ Trúc Phương",Nhạc Trữ Tình,264.17632653061224
1078187049,Only You (Single),Nhạc Trẻ,247.776
1078231413,Your Boy (Single),Nhạc Trẻ,201.79591836734693
1076445458,Đôi Đứa Đôi Đường,Trữ Tình & Bolero,315.552
1078046155,unknown,Nhạc Trẻ,299.1542857142857
1078228102,Tình Ca Mùa Thu,Nhạc Trữ Tình,351.76489795918366
1078041701,Lý Con Sáo Bạc Liêu,Nhạc Trữ Tình,251.68979591836734
1078048095,Tết Vui (Single),Nhạc Trẻ,227.50040816326532
1076419916,Thành Phố Tình Yêu,Nhạc Trữ Tình,316.16
1078050345,Ave Maria (Trăng Từ Bi),Nhạc Trữ Tình,243.74857142857144
1078475445,Ophember (Tháng 13) (Single),Nhạc Trẻ,239.808
1078441780,Hôm Nay Chia Tay (Single),Nhạc Trẻ,265.8
1076435603,Hai Nhân Vật Chính (Single),Nhạc Trẻ,249.744
1078070960,Vô Thường,Nhạc Trữ Tình,314.1485714285714
1076445111,Amen,Nhạc Tôn Giáo,255.024
1078220929,unknown,Nhạc Trẻ,193.728
1078039503,Mai Em Đi (Single),Nhạc Trữ Tình,393.624
1078022295,Khi Đã Yêu Anh,Nhạc Trữ Tình,253.85795918367347
1078301274,Đôi Bờ,Nhạc Trữ Tình,284.57795918367344
1078007378,Tình Nhòa (Single),Nhạc Trẻ,183.82367346938776
1078032206,Khúc Nhạc Tình,Nhạc Trữ Tình,221.25714285714287
1076383841,unknown,Nhạc Trẻ,354.5338775510204
1078067478,unknown,Nhạc Thiếu Nhi,370.224
1078076354,Mãi Là Hoài Niệm,Nhạc Trữ Tình,300.1469387755102
1078202670,Khúc Tình Xưa,Nhạc Trữ Tình,390.36
1078020681,Vội Vàng Lời Chia Tay (Single),Nhạc Trẻ,292.056
1078203054,Tạm Dừng Yêu (Single),Nhạc Trẻ,288.05224489795916
1075874095,100 Tuyệt Phẩm Hạnh Phúc Trăm Năm,Nhạc Trữ Tình,245.49877551020407
1078246734,Trộm Nhìn Nhau,Nhạc Trữ Tình,299.544
1078247825,Ba Kể Con Nghe (Single),Nhạc Trẻ,254.808
1078237284,Nhớ Về Mưa Bụi,Nhạc Trữ Tình,293.16
1078220684,Chấm Dứt Yêu Thương (Single),Nhạc Trẻ,283.032
1078021394,Chợt Nhớ,Nhạc Trữ Tình,335.28163265306125
1078096997,Đã Từng Là Của Nhau,Nhạc Trữ Tình,260.6497959183674
1078143148,Phía Sau Một Chàng Trai,Nhạc Trẻ,314.0179591836735
1078095906,Bài Ca Kỷ Niệm,Nhạc Dân Ca - Quê Hương,278.232
1078194052,Nếu Được Làm Người Tình,Nhạc Trẻ,276.8718367346939
1078032247,Tình Khúc Buồn,Nhạc Trữ Tình,273.5804081632653
1078031874,Người Tình Phụ,Nhạc Trữ Tình,295.9673469387755
1078067475,unknown,Nhạc Thiếu Nhi,336.792
1078182411,Tuyển Tập Hit Cover,Nhạc Trẻ,275.472
1076343206,unknown,Nhạc Tôn Giáo,261.12
1078230593,Liên Khúc Đoạn Tái Bút (Single),Nhạc Trữ Tình,300.24
1076242189,Mang Theo Kỷ Niệm Vào Đời,Nhạc Trữ Tình,278.592
1078096291,Bình Tĩnh Sống (Single),Nhạc Trẻ,250.008
1078126738,Người Bình Thường,Nhạc Trẻ,219.36
1078179620,Ngày Gặp Lại Em (EP),Nhạc Trẻ,282.864
1076442365,MỘC - Nhạc Vàng Muôn Thuở,Trữ Tình & Bolero,371.2522448979592
1078202525,Có Những Giấc Mơ,Nhạc Trẻ,287.184
1078139648,Lỡ Yêu Rồi,Nhạc Trữ Tình,369.8416326530612
1078133582,unknown,Nhạc Trữ Tình,233.496
1076405454,Hạnh Phúc Của Riêng Anh,Nhạc Trẻ,252.84
1076346839,unknown,Nhạc Trữ Tình,296.7248979591837
1078014813,Sài Gòn Đẹp Lắm (Single),Nhạc Trẻ,239.0465306122449
1078107031,Những Chuyện Tình,Nhạc Trữ Tình,403.90530612244896
1076276534,Let Her Go (Single),Nhạc Trẻ,263.256
1076346847,unknown,Nhạc Trữ Tình,533.5248979591837
1075783979,Xóm Đêm,Nhạc Trữ Tình,270.34122448979593
1078048157,Hai Mùa Noel,Nhạc Trữ Tình,319.76489795918366
1078126878,unknown,Nhạc Trữ Tình,307.6963265306122
1078441953,unknown,Nhạc Trẻ,213.7861224489796
1078046015,Krazy (ft. Evy),Nhạc Trẻ,275.9575510204082
1078090844,Đắp Mộ Cuộc Tình,Nhạc Trữ Tình,336.8228571428571
1078303286,Em Có Về Đà Lạt Không Em,Nhạc Trịnh,355.9183673469388
1078102207,Những Nụ Cười Trở Lại (Single),Nhạc Trẻ,299.256
1078448888,Bay Lên Em Ei (Single),Nhạc Trẻ,266.28
1078345095,unknown,Nhạc Trữ Tình,279.3273469387755
1078115587,Gọi Tên Em,Nhạc Trữ Tình,182.36081632653062
1075874050,100 Tuyệt Phẩm Hạnh Phúc Trăm Năm,Nhạc Trữ Tình,245.49877551020407
1076422372,Trữ Tình Bolero Miền Trung,Nhạc Trữ Tình,288.792
1075835227,Sau Lưng Anh Là Ai,Nhạc Trẻ,190.85061224489795
1078300956,unknown,Nhạc Trữ Tình,311.66693877551023
1078090134,Im lặng Để Bỏ Qua,Nhạc Trẻ,353.75020408163266
1076409603,unknown,Nhạc Trẻ,279.56244897959186
1075837101,Saranghaeyo,Nhạc Trẻ,234.912
1078254635,Nếu Mai Chia Tay (Single),Nhạc Trẻ,205.464
1078048132,Đoạn Tuyệt,Nhạc Trữ Tình,314.2269387755102
1075811364,Yêu Một Người Sống Bên Một Người,Nhạc Trẻ,274.1551020408163
1078316123,Gọi Tên Em Trong Đêm (Remix) (Single),Nhạc Trẻ,302.1061224489796
1078125840,unknown,Nhạc Tôn Giáo,273.96
1078026286,Mùa Xuân Xôn Xao,Nhạc Trữ Tình,244.08816326530612
1078110073,unknown,Nhạc Trữ Tình,237.48
1078021254,Bối Rối,Nhạc Trẻ,261.864
1078041862,Tết Miền Tây,Nhạc Trữ Tình,299.5461224489796
1076405512,Cứ Đi Con Đường Em,Nhạc Trẻ,347.6375510204082
1078143137,Tuyển Tập Song Ca Bolero,Nhạc Trữ Tình,297.384
1078486587,Vu Lan Báo Hiếu,Nhạc Trữ Tình,363.02367346938775
1078053445,Chuyện Của Em Là Yêu (Single),Nhạc Trẻ,200.0457142857143
1076402381,unknown,Nhạc Dance,230.29551020408164
1076340473,unknown,Nhạc Trẻ,304.065306122449
1078046965,Cho Tôi Được Một Lần,Nhạc Trữ Tình,291.99673469387756
1076442244,unknown,Nhạc Trẻ,275.496
1078095380,Chill House Catwalk Dáng Lụa Áo Dài (Single),Nhạc Trẻ,1182.0408163265306
1078140449,Nữ Thần,Nhạc Trữ Tình,213.21142857142857
1076463922,Chuyện Tình Belém,Nhạc Tôn Giáo,291.5526530612245
1076240663,unknown,Nhạc Đạo,246.0995918367347
1078213188,unknown,Nhạc Trữ Tình,330.9714285714286
1076086101,Không Tiền Cạp Đất Mà Ăn (Remix),Nhạc Trẻ,257.72408163265305
1076437938,unknown,Nhạc Thiếu Nhi,150.96163265306123
1078245200,Chờ Nhau Cuối Con Đường,Nhạc Trữ Tình,316.4995918367347
1078012678,Quên Anh Đi (Single),Nhạc Trẻ,226.944
1078309540,Ký Ức Không Vui,Nhạc Trẻ,265.37795918367345
1078354318,Tam Cang Ngũ Thường (Single),Nhạc Tôn Giáo,356.70204081632653
1078057112,Ước Nguyện Đầu Xuân,Nhạc Trữ Tình,241.6065306122449
1076445320,unknown,Nhạc Trẻ,170.65795918367348
1078477663,unknown,Nhạc Tôn Giáo,232.77714285714285
1076346436,unknown,Nhạc Dance,386.7167346938775
1078222736,Mãi Là Mẹ Hiền,Nhạc Trữ Tình,310.3608163265306
1076445456,Đôi Đứa Đôi Đường,Trữ Tình & Bolero,302.0277551020408
1078301254,Em Nè (Single),Nhạc Trẻ,177.55428571428573
1078226763,Hồn Việt,Nhạc Trữ Tình,266.4
1078145961,Đừng Như Thói Quen (Remix) (Single),Nhạc Trẻ,331.1020408163265
1078254348,Nobody Like You (Single),Nhạc Trẻ,192.048
1076382700,Hoa Trinh Nữ,Nhạc Trữ Tình,292.3624489795918
1078097976,unknown,Nhạc Trẻ,154.61877551020407
1078050315,Asian Beauty - Nét Đẹp Á Đông,Nhạc Trữ Tình,239.0987755102041
1078317566,Người Tình Mùa Đông,Nhạc Tôn Giáo,411.5330612244898
1076383200,Thiên Thần Nhỏ Xinh,Nhạc Thiếu Nhi,215.48408163265307
1076332832,Em Đi Trên Cỏ Non,Nhạc Trữ Tình,312.32
1078046170,unknown,Nhạc Trẻ,299.664
1076461443,unknown,Nhạc Trẻ,231.91510204081632
1078201541,Sau Lưng Là Cha Mẹ (EP),Nhạc Trẻ,314.2791836734694
1078341506,Những Kẻ Yêu Xa (Single),Nhạc Trẻ,225.51510204081632
1076459304,Mừng Đón Giáng Sinh,Nhạc Tôn Giáo,268.25142857142856
1078216505,Người Yêu Cô Đơn,Nhạc Trữ Tình,342.0995918367347
1078158746,Đừng Như Thói Quen (Cover) (Single),Nhạc Trẻ,266.64
1075874206,Con Gái (Single),Nhạc Trẻ,327.57551020408164
1076224171,Chắp Tay Sen Nở,Nhạc Trữ Tình,284.63020408163266
1078174481,Những Bài Hát Trong Ban Nhạc Quyền Năng,Nhạc Trẻ,196.824
1078219867,Tình Ca Nguyễn Vãn Chung,Nhạc Trẻ,350.376
1078006594,unknown,Nhạc Trẻ,260.2318367346939
1076341302,Rửa Trôi Bụi Trần,Nhạc Trữ Tình,283.5069387755102
1078113335,unknown,Nhạc Trẻ,158.7461224489796
1075835224,Sau Lưng Anh Là Ai,Nhạc Trẻ,217.75673469387755
1078115199,unknown,Nhạc Trẻ,220.8391836734694
1078140845,Bốn Năm Lần,Nhạc Trữ Tình,271.08
1076392706,Và Thế Anh Đi,Nhạc Trẻ,311.208
1078094519,Đừng Giận Anh Nhé (Single),Nhạc Trẻ,204.43428571428572
1078318154,unknown,Nhạc Dân Ca - Quê Hương,331.2065306122449
1075811467,Nắng Có Còn Xuân,Nhạc Trẻ,262.4783673469388
1076376772,Tăng Quỳnh My Remix 2017,Nhạc Trẻ,248.28
1078050744,unknown,Nhạc Trẻ,282.07020408163265
1078104374,Hãy Quên Anh,Nhạc Trữ Tình,268.95673469387754
1078151494,Hãy Nghe Tôi Hát (Vol.1),Nhạc Trữ Tình,285.984
1078326978,unknown,Nhạc Trẻ,299.31102040816324
1078495765,Vẫn Chờ (Single),Nhạc Trẻ,291.0040816326531
1078050413,unknown,Nhạc Trẻ,246.28244897959183
1078218221,Lỗi Của Anh (Single),Nhạc Trẻ,301.63591836734696
1078071149,Ký Ức Tuổi Học Trò,Nhạc Trữ Tình,350.9812244897959
1078210248,unknown,Nhạc Trữ Tình,310.6481632653061
1078132364,Em Ở Đâu (Single),Nhạc Trẻ,212.7412244897959
1078132846,Một Thời Đã Xa,Nhạc Trữ Tình,247.92
1078013802,Bản Tình Ca Cho Em,Nhạc Trẻ,299.904
1078488014,unknown,Nhạc Trẻ,214.7526530612245
1078021391,Chợt Nhớ,Nhạc Trữ Tình,266.8669387755102
1078032204,Khúc Nhạc Tình,Nhạc Trữ Tình,326.08653061224487
1078071198,unknown,Nhạc Trữ Tình,299.2326530612245
1076363048,unknown,Nhạc Trẻ,233.0122448979592
1075811701,unknown,Nhạc Trẻ,241.368
1076418177,Ai Cho Tôi Tình Yêu (Vol 2),Nhạc Trữ Tình,304.2220408163265
1078507218,unknown,Nhạc Trẻ,241.8938775510204
1076429870,Why Don't You Come (Single),Nhạc Trẻ,236.87836734693877
1078247830,Liên Khúc Cha Cha Cha,Nhạc Trữ Tình,1424.856
1078097418,unknown,Nhạc Trẻ,488.15020408163264
1078306873,Don't Make Me Cry (Single),Nhạc Trẻ,220.55183673469386
1076412007,Cha Mẹ Con Sai Rồi (Single),Nhạc Trẻ,309.39428571428573
1078053613,Ngày Tết Quê Em,Nhạc Trẻ,373.7861224489796
1078143206,Hương Tình Yêu (Vol 2),Nhạc Trữ Tình,257.496
1076392440,Đường Về Quê Hương,Nhạc Trữ Tình,267.96408163265306
1078318200,unknown,Nhạc Trữ Tình,249.73061224489797
1076310209,Chuyện Tình Hoa Pense,Nhạc Trữ Tình,355.70938775510206
1076085410,unknown,Nhạc Trẻ,244.032
1078136296,Để Cho Anh Khóc (Single Remix),Nhạc Trữ Tình,299.36326530612246
1078120987,unknown,Nhạc Trữ Tình,343.745306122449
1078164363,Những Tình Khúc Dân Ca,Nhạc Dân Ca - Quê Hương,280.512
1078019387,Lắng Nghe Mùa Xuân,Nhạc Trẻ,209.03183673469388
1078228976,Ai Đã Cướp Nụ Hôn Của Anh (Single),Nhạc Trẻ,288.744
1078441962,unknown,Nhạc Trẻ,285.1526530612245
1078230513,unknown,Nhạc Trữ Tình,278.02122448979594
1076418787,Chuyện Tình Sông Hương (Vol 5),Nhạc Trữ Tình,293.19836734693877
1078047409,Xuân Yêu Thương (Single),Nhạc Trữ Tình,193.38448979591837
1078015893,Ngại Ngùng,Nhạc Trữ Tình,266.8669387755102
1076418784,Chuyện Tình Sông Hương (Vol 5),Nhạc Trữ Tình,277.76
1078031850,Sông Nước Miền Tây,Nhạc Trữ Tình,305.8677551020408
1078090941,Em Về Với Người,Nhạc Trữ Tình,270.816
1078021256,Bối Rối,Nhạc Trẻ,238.776
1076384144,Đắp Mộ Cuộc Tình,Nhạc Trữ Tình,241.73714285714286
1078226856,unknown,Nhạc Trữ Tình,304.77061224489796
1076102415,Xin Trả Lại Thời Gian,Nhạc Trữ Tình,310.0995918367347
1078374982,Gọi Tên Ngày Mới (SIngle),Nhạc Trẻ,287.0595918367347
1078124261,unknown,Nhạc Trữ Tình,280.0065306122449
1078002486,unknown,Nhạc Trẻ,369.432
