id,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,tempo,duration
1076431863,-470.35077,76.70985,14.407291,10.075226,8.244565,10.07033,7.7574887,5.385809,3.4002733,2.958685,1.754872,2.3335872,-0.3002706,-1.5832275,1.2170955,0.39658266,-1.0223981,0.7988351,1.5357342,1.2543255,75.030334,36.617123,26.059862,16.532488,15.715797,12.920714,12.932012,12.522455,10.861629,9.469705,8.653398,8.738547,8.202887,8.446715,9.27392,8.109511,7.405594,7.6786995,8.059287,8.564707,135.99917763157896,301.44
1078039704,-619.4108,122.35159,21.926382,25.86006,10.295399,4.9839444,4.094967,0.60887253,-1.8246001,1.2266763,1.8541051,1.5296621,-0.3559481,-3.526169,-4.56496,-4.4042115,-2.9014084,0.5053732,0.79881215,1.1994487,118.04368,35.912106,19.621412,16.488964,11.329738,10.253361,9.87448,9.085351,9.170574,9.626016,9.051438,9.574621,8.689298,8.578146,9.132465,9.743485,9.235547,8.841736,9.4933,8.726007,92.28515625,308.00979591836733
1078159781,-560.57635,93.56353,44.25161,22.588047,7.608876,-0.94895715,-10.46923,-3.3391635,-12.314624,-4.914782,-5.2062173,-6.923027,-2.3674657,-5.8462744,-2.3328667,-6.6700363,-4.018414,-1.2920882,-0.82238126,-0.011121773,114.35065,32.169292,17.009947,17.556986,15.144886,10.073908,12.265807,10.272626,10.625053,11.226432,9.105982,8.408593,9.128887,9.151847,8.6325,8.047595,7.897864,8.500733,9.918599,10.258321,151.99908088235293,321.16285714285715
1078097921,-523.58875,106.490555,9.714412,21.683413,8.714542,1.0685712,-3.371844,-5.623593,-3.2351391,-2.6078198,-6.016765,-4.2606378,-5.1576996,-4.8682823,-2.064752,-2.604022,-4.463915,-2.5972126,-2.6471493,-4.4894867,115.12035,36.820103,21.448978,17.301981,12.900631,11.445661,10.377913,9.241969,8.671824,8.413167,8.686073,8.145016,8.044111,7.2646766,7.5355487,7.3615265,7.8883204,6.962994,7.3959136,8.034554,103.359375,333.6675736961451
1075810989,-462.89136,90.0447,1.1666052,18.451023,4.7861075,9.992548,5.758509,5.8540773,-4.4071016,4.2258654,-6.338796,-5.2760034,-2.8840835,-6.184451,-1.8268567,-1.7251269,-0.44360238,1.0953208,-0.1592546,-1.1657051,94.22168,28.875803,23.147581,21.773687,14.966106,15.230496,13.371779,12.36157,12.338336,10.864649,10.0561905,10.254868,9.672441,8.934624,8.98768,9.113529,10.164244,10.0412855,10.150228,9.281028,117.45383522727273,339.31179138321994
1076342526,-511.9427,103.65338,-8.80307,5.5763993,-4.883718,-3.466922,-1.2609663,-2.8267562,-0.8741726,3.270636,-2.2726393,-3.7017593,-1.2075539,-3.9112015,-0.11097155,-0.16127084,-0.8473466,0.6448445,-0.5710664,-0.2559709,111.28466,40.105896,22.274881,19.907213,14.289869,12.042317,12.536541,12.281201,10.954269,10.102866,9.76352,9.661819,9.752678,9.744816,8.783439,8.975132,9.328274,8.45407,9.511227,9.589529,92.28515625,234.78263038548752
1078280934,-449.77817,69.67572,17.445778,29.268877,17.125698,6.6795487,7.1660576,4.5751395,1.5471424,-0.24640915,-4.400261,-2.588423,-1.6619713,-0.52659684,-0.9389491,-2.5455062,-2.0877054,-0.53469545,-1.3985207,-0.06408085,94.31801,31.852467,21.053724,16.573837,13.668959,13.58709,10.808986,11.603453,9.624436,8.707411,9.3795395,9.089572,8.800792,8.565352,9.175399,8.440361,7.9597907,8.717288,9.502838,9.020851,135.99917763157896,209.44798185941042
1078047400,-456.89615,76.18216,10.211287,16.257734,13.321887,-4.073228,0.025533015,1.2354838,-12.813533,-0.060236126,-1.508623,-2.7520008,-0.076712266,-0.37631363,1.8366458,-0.20735718,4.970011,0.07600784,-1.0320591,1.6924118,91.32989,27.216303,18.926086,14.328638,16.299894,12.362395,12.309858,9.804459,14.286774,10.288305,10.596502,8.177709,8.334521,8.495778,7.814975,7.603771,8.948983,8.190434,7.4992805,7.312042,117.45383522727273,330.11201814058956
1078032238,-544.94586,74.6068,40.353455,21.722027,10.161667,0.6296892,6.6987753,6.920179,2.960081,-2.658523,2.1077623,-3.8915803,-2.0192225,-1.0801853,-1.5524392,-3.9544706,-3.8359103,-0.6125844,-4.210225,-4.822122,81.758865,31.231913,18.728779,16.263145,14.906597,11.858823,10.221174,10.394662,9.850328,11.095431,10.962637,9.449546,8.895342,8.057728,7.8884225,8.226771,8.030615,7.7058177,8.451242,8.022285,161.4990234375,300.95673469387754
1078036040,-514.6661,99.23087,23.233788,13.294963,8.823442,6.246301,5.494378,-5.074978,1.5041952,7.546108,-5.28633,-6.6631866,-4.9269385,-3.6067228,-0.23567104,-1.0520715,-1.3623477,0.47671026,1.2800037,-3.7326767,76.97921,33.2725,19.691132,19.193718,14.542994,13.84009,13.939545,12.042807,10.632379,11.179188,10.195137,9.313662,10.855415,11.430887,11.888004,11.650742,11.109366,10.237237,11.295281,11.486405,117.45383522727273,287.4879818594104
1078150644,-460.54163,69.350975,12.11623,12.007984,17.909628,-2.3365402,3.3893673,-1.3770901,-3.6369424,5.5247455,-1.586414,0.40144002,-2.3457038,-3.5111017,-3.0662122,-7.701957,-7.3456573,-5.1753135,-4.152866,-4.2555795,102.90532,35.75065,20.216372,16.182842,15.598532,13.260929,11.5563345,10.475568,10.167633,10.431004,9.680102,8.727377,9.611452,9.570721,9.880827,9.654436,7.706853,7.703268,8.411149,9.005214,123.046875,196.18666666666667
1076436456,-483.2766,70.393715,15.391079,26.98434,15.132871,1.2356702,5.36715,17.435099,-6.876073,6.0733485,3.5516706,-3.8520567,3.2962606,-0.7358538,-3.0521948,2.2664993,-3.8070633,-3.3084686,-0.5412857,0.36551043,109.097176,28.4758,21.017656,18.17402,20.035608,14.366796,13.025605,14.634448,14.879986,13.808369,12.01491,11.301614,12.635436,10.517469,9.088889,8.617986,7.972313,10.589284,9.438144,10.0332775,143.5546875,322.72
1078163643,-480.1984,75.38466,13.253893,16.0793,2.7856455,-0.36678997,0.93101335,0.029374497,-4.568966,1.5874101,-0.61630785,0.3720883,1.7321664,-2.1956017,-3.1870682,-2.4331973,-3.208376,-1.0740194,3.2809029,2.0917149,75.95051,28.439487,18.307629,14.223321,13.79677,13.281832,10.426823,10.569617,10.107834,11.768676,9.064913,8.865401,10.115694,8.298213,8.357206,8.316988,8.416473,8.585853,9.879259,9.218596,135.99917763157896,252.44907029478458
1076437572,-459.62982,68.48249,12.91115,12.706068,6.7815456,7.9138536,5.7061872,-6.6711016,6.443933,0.13998505,-0.70790786,-0.95216656,-1.448739,2.7830372,4.2618885,5.2081146,6.337276,6.8391457,6.527225,2.2969935,87.48823,24.862667,16.912374,11.978894,10.265752,11.20081,9.02605,11.217155,9.805454,7.844045,7.039925,7.1668105,7.9807477,8.152195,7.8628535,8.818224,8.763,10.3164,9.933387,10.37423,89.10290948275862,221.58666666666667
1078230723,-517.0289,81.68764,26.06286,11.948762,6.0881715,-4.0635505,-8.806327,-3.189472,-16.197514,-1.0340999,-6.6686897,-7.1635184,-5.335951,-7.3083553,-2.2770963,-6.1020308,-2.707951,-2.745132,-1.3472514,-1.1581568,109.23616,39.76839,18.981493,16.320417,17.317444,12.985941,14.488129,11.608478,14.111523,12.314319,11.31441,10.643858,9.739022,10.023414,9.381811,10.183422,9.4082365,10.432682,9.39405,9.76715,112.34714673913044,287.14285714285717
1078103189,-456.6952,60.68359,4.4544964,10.138455,4.901491,13.667127,4.493334,4.7144713,2.3834922,0.2717197,1.1138037,1.2303735,0.0685145,2.9916732,5.1083627,3.418564,2.721249,3.079463,2.2704864,2.712642,68.79004,20.877405,19.181597,15.039522,13.528092,14.073564,10.34733,11.0620365,8.900783,8.9518,7.728766,9.886282,9.212382,9.901544,10.499971,9.906442,10.176275,10.373297,9.711426,10.120584,143.5546875,263.84
1078196825,-594.5327,118.345085,20.75636,17.526676,12.149514,3.3772655,-0.012551876,-2.4844246,-6.0699687,1.4328027,-2.5123696,-2.9072683,-1.1171552,-3.205785,-3.1781008,-1.5111125,-0.51071453,-1.8228096,-2.024803,-3.835956,105.516975,46.347534,24.9212,20.30685,12.178813,10.904756,10.075176,9.686166,9.791601,11.045439,8.709338,10.24346,9.823263,10.043104,9.475329,8.692841,9.173777,9.079552,10.163214,10.907513,143.5546875,342.1984580498866
1078245088,-471.8594,70.77154,16.27152,9.195817,6.708517,-7.1687737,4.4991636,-9.048801,-5.8379874,2.7401614,-7.8344173,-2.7198517,-2.4207742,-5.9547634,-3.2889261,-1.8046242,-3.7898803,-0.1841519,-6.943405,0.052581936,73.8372,30.329872,21.043438,17.841131,14.669234,17.16351,11.997879,12.015292,11.6173935,10.772343,12.193124,11.979043,10.850182,10.581079,10.1535015,9.948254,9.098288,9.841747,11.929574,11.873933,86.1328125,300.16
1078210472,-549.48724,108.69277,-1.4028889,14.1777725,-2.3937879,-2.160533,-7.857042,-3.44415,-11.165337,0.97049606,-4.2675624,-10.886729,-3.5108569,-8.789309,-7.5862217,-8.458661,-7.0445433,-4.4317546,-1.6658828,-1.2033482,114.885605,43.32288,19.651365,22.453684,14.577555,13.8807745,13.590108,11.797161,12.698247,11.78601,10.392968,11.238877,9.692444,9.540516,9.101174,9.377839,9.419126,10.229376,10.892991,12.515311,123.046875,264.4114285714286
1078365669,-473.66425,67.477806,17.584394,17.484581,9.114161,2.5999663,-0.7936623,-2.541408,-7.8733883,-1.3000867,-2.192567,-5.328648,-3.6123903,-3.7813425,-5.911832,-6.983023,-7.1332517,-6.260302,-5.5026364,-4.908294,71.44083,40.76162,18.002323,17.568388,12.901724,12.63431,9.606235,8.743184,9.502788,8.181364,8.683046,8.523543,7.664711,7.962295,8.0467005,7.388747,7.4467945,6.958483,6.9628496,8.163892,135.99917763157896,200.53591836734694
1076346832,-479.6561,102.07165,13.230696,25.49961,5.126313,-0.59464943,7.2284155,-7.5072083,1.3853601,5.198846,-9.70191,4.4736166,-0.2804965,-3.0262928,1.3447942,-0.68969655,-0.06798586,1.5640887,-1.0629557,2.9970827,67.92823,32.026234,22.66527,17.336666,13.374478,13.463417,12.680992,12.146606,10.191798,11.096029,11.386754,10.858918,10.892479,10.089979,10.171255,10.712771,9.602388,11.359625,11.847989,12.380341,129.19921875,314.6612698412698
1075811573,-464.84003,73.16388,6.603705,19.453497,11.363303,4.901955,7.4750524,0.7403463,-3.0735757,5.036264,0.43531805,2.0497534,2.7293112,0.35387796,2.743376,0.6687435,-0.5860929,0.086194284,0.93636113,1.7552528,84.268005,27.010294,17.959375,16.950788,11.99924,12.168482,11.373624,10.17323,9.620057,10.596223,8.092619,8.076963,7.749619,7.0982666,7.726632,6.828685,7.143389,7.4586015,6.929173,7.318938,143.5546875,278.15292517006804
1076359232,-542.666,110.748695,17.160099,14.291359,2.9122586,-4.056224,0.6880185,-6.8136134,-4.5703006,3.776045,-4.0131803,-1.1421638,-5.837623,-3.3373144,-0.30688235,-2.9396148,0.335685,5.0438824,4.9845643,2.0075946,115.18333,37.97264,26.495628,18.184225,13.926277,12.309741,13.519545,10.813198,12.793454,13.5052,13.335749,9.996458,8.983028,8.200776,8.475294,8.287636,8.565173,8.368592,8.677099,8.574234,112.34714673913044,207.09092970521542
1078210454,-609.39984,180.42645,6.2910028,15.507978,7.548017,-1.8056759,-4.517073,-4.036842,-7.617564,-10.808587,-7.285805,-5.5323987,-9.6579275,-8.86844,-3.6878037,-2.6495328,-2.9347017,-2.8523848,-2.9853866,1.4253694,65.79034,30.257605,20.199875,12.790371,10.497019,8.112062,8.413578,8.247089,7.261702,7.6808023,8.570633,8.555694,8.864788,8.936272,10.300467,10.612465,10.161858,10.039904,9.851031,9.419631,107.666015625,315.3240816326531
1076444042,-555.94586,102.2092,17.316929,1.7970098,10.438707,1.6511431,2.1100392,-0.34779888,-8.31656,2.614413,-4.703225,-7.0797358,-2.729373,-6.8752847,-7.4553804,-5.0605707,-5.325239,-4.20375,0.4326824,2.6658518,117.48764,39.39799,17.122221,14.788534,11.392192,10.488059,10.189003,8.75902,9.771938,10.895152,8.729271,8.103635,9.071089,7.6106796,7.391373,8.374896,8.058335,10.073502,9.016276,9.587665,143.5546875,215.22666666666666
1078063117,-449.5505,77.570076,1.062125,10.221062,2.2642467,8.880195,1.4068167,1.5983919,0.2906777,2.4876044,0.06334625,1.2126825,-2.0942903,-1.2885467,-0.9814497,-2.2839906,-2.2647543,-3.7992094,-3.5799897,-1.8692117,105.65143,43.37042,25.653395,20.037495,14.762476,13.04543,10.462867,9.279669,8.793585,7.5915146,7.5983496,6.853364,6.5886564,6.388023,6.210704,6.195651,6.3691993,6.620637,6.582317,5.8496375,123.046875,227.73333333333332
1078213082,-473.15244,85.78853,21.890558,15.794041,14.266581,-3.4622915,2.0816708,3.160258,-2.3750107,-1.5540979,-2.9871082,-8.563934,-0.8954473,0.03310239,1.4038303,3.845473,-0.7774632,-5.093641,-2.5859833,-1.6542008,68.42315,25.983915,17.550121,15.120319,13.584214,10.061508,10.443026,12.087737,11.032938,9.348588,10.083531,9.002694,10.085797,9.221066,10.658796,9.594971,9.320744,9.237597,8.108788,8.93346,89.10290948275862,332.66839002267574
1078143210,-425.99698,67.79032,-0.4849814,39.94035,-1.2285836,9.462133,4.5918794,2.2706892,-4.7235117,1.125306,-0.2327627,-0.7824478,0.74480903,-0.8047595,-1.9525423,-1.3712518,-2.6346662,-0.3629772,-0.6510346,2.091221,94.25744,26.173422,20.543415,17.893223,14.689652,11.373886,9.3155365,9.452202,9.388437,9.83336,9.144032,8.053944,8.962198,7.6503882,7.8358836,7.927919,7.4461613,7.7417994,8.032734,8.490768,129.19921875,230.6637641723356
1078133581,-501.8336,77.8839,30.70343,7.849789,7.9558535,11.080673,-2.1394975,3.2049584,-0.24110551,0.27186033,-10.348713,-2.3445942,-4.002116,-0.8551156,-1.3855258,-2.6259596,-1.9350984,-0.16873407,2.9759724,6.7692704,70.73385,31.886677,20.418888,19.320705,14.501314,13.013395,12.247259,11.947973,11.739377,11.196174,12.037721,10.07655,10.296378,10.176079,10.146111,10.714289,10.146629,11.062404,12.593796,12.751014,151.99908088235293,343.72208616780046
1078029160,-531.1011,76.69862,30.846924,13.644067,12.071853,-2.5347128,9.968577,-1.1386889,-5.016963,3.3357556,-6.6106496,-2.5593958,-4.77598,-5.824037,-0.06455384,-1.8572769,-1.2317222,2.5463746,4.064349,6.054361,98.249756,40.08359,25.255623,19.464653,15.430173,15.124708,12.324757,11.55809,10.909513,12.931118,12.054844,10.438359,9.759411,10.320987,9.497248,9.54416,10.274902,11.592708,12.874005,13.038312,161.4990234375,314.76598639455784
1076358431,-463.4807,102.614365,14.84002,23.925674,5.3194466,-2.869422,-2.219943,2.443978,-7.102041,0.27330688,0.01840335,-5.015294,-1.8249725,-5.1584325,-1.4362996,-5.045674,-3.5047133,-3.459882,-2.6460319,-2.385635,56.079895,33.00226,19.050138,16.809925,16.190958,13.950562,10.806197,10.138046,11.817954,11.958853,8.812195,9.835396,9.583112,8.2032585,8.472679,8.9615555,8.753182,8.500071,9.041775,8.764376,83.35433467741936,347.4808163265306
1076460226,-578.4079,98.68189,36.25073,9.510029,9.003752,-2.3997767,-3.2527726,-7.655547,-9.885613,1.8356006,-8.849975,-5.6074224,-4.3262014,-2.1333942,0.2196681,-3.2519233,-3.338425,-8.076238,-4.283464,-4.931431,120.73604,32.836353,25.878366,16.390032,13.686509,12.180555,12.098859,10.644504,11.858036,12.619219,11.69007,10.668966,10.957344,10.803045,9.220656,8.650479,8.670369,8.934817,11.02736,9.511711,95.703125,220.38399092970522
1076437711,-471.14792,62.876556,27.093271,24.764826,10.332493,-5.1546917,1.3181084,-5.7429814,-12.59027,0.39833808,-5.562743,-4.5246634,-0.69051933,-6.790916,-5.3067355,-1.9463409,-7.1669383,-2.0511115,-4.492487,-7.447324,71.14753,30.51237,18.982555,16.566662,15.414095,11.459428,11.704479,9.805104,11.564231,12.129475,10.187349,10.515267,10.885733,9.508356,8.639367,8.568781,8.758253,7.488036,8.039728,8.465811,161.4990234375,256.59197278911563
1078023914,-521.60016,92.20655,14.247509,13.964789,-3.5027764,-4.7269692,8.538351,-8.564998,-7.752125,2.4298916,-7.9888473,3.2331178,-0.15129071,-3.0461018,-4.0121346,0.034491476,-0.08935923,7.158755,0.82102054,-5.4623156,79.73689,39.64864,24.037651,20.393751,17.135328,17.702,16.249142,13.700747,12.302756,12.672126,13.614944,13.959944,17.067387,14.192075,14.705727,14.8193865,15.556923,14.367643,13.3228445,13.299148,161.4990234375,298.44897959183675
1075811217,-504.2939,84.406654,9.188488,14.243085,-0.31679398,-3.9389386,4.7906675,-10.871594,-1.8053395,-2.7410195,-8.171549,0.40771952,-8.396467,-4.294281,-3.7923844,-2.1613739,-2.549755,-1.6219802,0.4050395,2.479494,77.663704,33.09818,20.495905,19.451736,12.559363,12.419044,11.004856,12.354357,11.575,10.331483,13.291508,10.217644,10.288766,11.2051735,12.121895,11.219253,10.952323,11.4546175,11.803805,12.133971,117.45383522727273,334.5251700680272
