artist_id,artist_id_0,artist_id_1,artist_id_2,artist_id_3,artist_id_4
1067.1809,-0.018901,0.010235178,-0.0058703264,0.008575637,0.02783137
1067.2258,-0.015856957,-0.021791095,0.017907005,-0.02763721,-0.0139681045
1067.2288,0.00074397103,-0.014451238,-0.014856124,-0.012327515,0.013990196
1067.2764,-0.021168578,0.02164013,-0.0052006943,-0.022698969,0.012280976
1067.2836,0.016385054,-0.0048781447,-0.008753328,0.0026597313,0.005704608
1067.429669,0.017376306,0.0057265307,0.006689579,0.015899317,-0.004517355
1067.7742,-0.0011628807,0.01523906,-0.004107171,-0.014521075,0.012019029
1067.871,-0.017070094,-0.018677315,0.024958268,-0.026568115,0.0060461774
1067.889,-0.016367648,-0.01696381,0.01896129,-0.0014755011,0.011004047
106783,-0.0076889293,0.039023735,-0.02872033,0.0067545017,-0.021210656
"106783,45634,76609",0.011877945,-0.0017974556,0.005576779,-0.02883296,0.0379244
106783.43485,-0.017683782,0.031602282,0.0058819335,-0.0025898512,-0.0074376226
106843,-0.0055919955,-0.01566538,0.02267385,-0.02895264,-0.0032462764
106843.270093,-0.014246024,0.0030626636,-0.034876786,-0.008202807,-0.019099712
106854,-0.022171507,-0.014008324,-0.026164476,-0.0039582527,-0.009991722
107077.69704,-0.018649088,0.03259538,-0.01609769,-0.0065315375,-0.020441141
107077.72805,-0.017477037,-0.0006932393,-0.013197492,-0.016577657,0.030263448
10715,-0.033717707,-0.0045463084,-0.04235648,-0.037842877,0.014852077
10715.434246,-0.011377684,-0.0071638688,-0.012261008,-0.0206252,-0.017181858
107190,0.036683924,-0.012162025,0.04111121,0.005432736,-0.0058992235
107190.54452,-0.028866712,0.028279671,0.0066881403,-0.0045194593,0.0038388497
107190.603401,-0.018061528,0.010825338,0.004136113,-0.003823787,-0.024024535
107520,-0.030398596,0.0070640473,-0.020494629,0.00023727902,0.014185326
107520.30022,-0.010387465,0.048379004,-0.025160927,-0.007873645,-0.0027756796
107590,0.04264573,-0.026425838,0.03815623,-0.0036697406,0.0011886194
107599,-0.025890041,-0.0049481085,-0.01213711,0.00050728844,-0.01849949
107763,0.0066027106,0.018276265,0.01942057,-0.0059929923,-0.011530416
10791,0.003680136,0.008794232,0.009903675,0.013568032,0.004095002
107949,0.022123218,0.007423237,-0.013647774,-0.011508183,-0.0040184846
107950,-0.005009352,-0.0062286435,-0.010130287,-0.0068760687,-0.016311605
107961,0.017933156,0.011339577,0.009746983,0.024759507,-0.026538491
"107963,513,562,827",0.05765146,-0.0031516403,0.036068518,0.02914266,0.0017165795
108042,0.04936793,0.01679171,0.04445768,-0.022275468,0.02580651
108042.189654,-0.0050558494,-0.019878957,-0.0125724645,0.012373574,0.010054101
108042.7365,0.0068316595,-0.009650009,-0.031058023,0.022929292,0.0033286884
108198,0.00577872,-0.05219831,0.022388,-0.02212306,0.007613079
108198.105017,0.020324865,-0.016414085,0.018527586,-0.0019318841,0.019757083
108318,0.0069468855,-0.0050812773,0.0036566244,-0.012977473,0.0015132173
108318.6104,-0.000109285116,0.05251514,-0.01812438,-0.003936225,0.00831785
108478,0.009479073,-0.009654308,-0.0109939,0.038149253,0.0049083414
"108478,16409,600758",0.021865513,-0.0131792845,0.0031040902,0.0131677,0.0062040985
108478.48016,-0.032735113,0.033822477,-0.007740449,-0.003844635,0.01987185
108811,-0.040423505,0.01587594,-0.017411064,0.0066110766,0.015417561
1089,-0.043168366,-0.0025479347,-0.05156065,-0.0044459873,0.0024503544
1089.1387,0.009905166,0.012031782,-0.0074968347,0.008120184,-0.009811627
108925,-0.075052634,-0.00030281843,-0.01057232,0.02850471,0.0006139856
108943,0.0020049692,-0.002562547,-0.0088994475,-0.01612736,0.013146636
108964,0.048494708,-0.008100679,0.072457515,0.0060362383,0.02356111
108967,0.009074482,0.004125758,-0.013953349,-0.01624933,0.0003930459
109034.14197,-0.012247952,-0.0032614483,-0.013544711,-0.033112716,0.00078811235
109037,-0.024745435,0.011499184,0.004624454,0.004731645,0.009021642
109107,-0.041520555,0.018066714,-0.02421911,-0.007822661,-0.023003433
1093,0.016114762,-0.01454746,-0.011547154,0.010379639,0.012898122
1093.87,-0.0054457737,0.032179646,-0.009346714,0.0013076693,-0.02115902
10978,0.004220912,0.014164226,-0.006894719,0.011894429,-0.020835027
1111,-0.040806614,0.0075030797,0.0011185966,-0.007562949,0.007442823
1111.600985,0.043296777,-0.012593487,-0.0067057214,-0.025703708,0.0047794217
11165,-0.010903308,0.0019537807,0.01039988,-0.009617472,-0.012436314
11172,-0.009665353,0.01972897,-0.021437243,0.021674355,0.001264966
11173,0.033022273,-0.0340269,-0.036053788,-0.026010748,0.015370831
11303,0.0016538628,0.0030154423,-0.022658201,-0.007299165,0.00085183105
11475.351549,0.011248407,0.005603123,-0.014316293,-0.0056264563,0.012749059
11516,-0.007979682,0.0018310457,-0.0013920218,-0.025086105,0.01424445
11516.8033,0.001990217,0.0066215517,-0.005764813,-0.0021070032,0.037671633
11568,0.018407643,0.013374391,-0.007701588,-0.018322175,0.023202047
11568.56884,0.017310727,0.0102215335,-0.0023871704,0.0026805669,0.012692829
11618,0.021543484,-0.038115602,0.003992426,0.031815056,0.0008718282
11630,-0.0035733567,0.0073153526,-0.013953537,0.017054923,0.02054948
11679,-0.004278347,0.012194743,-0.0065092645,0.0048815855,-0.0098276455
11736.607258,-0.010386732,-0.026151652,-0.013783922,-0.011749177,0.0036722994
118,0.016197976,0.0053341403,-0.022869393,0.006103608,0.011893895
"11919,8807,608010",-0.0003593255,0.01103543,-0.014793229,0.0358485,-0.0011783168
12069,0.011410636,0.004183409,-0.0035127848,-0.007436917,-0.019541305
12097,0.02155822,0.0296421,-0.0063604815,0.00049056,0.007371208
12097.6514,-0.015074482,0.032470196,-0.01951484,-0.024121422,-0.0070024305
12103,0.010407503,0.0012585759,-0.005012694,-0.0023865674,-0.01930094
12128,-0.028633442,0.033469215,-0.03398283,0.0018102605,0.012665024
12181,-0.045112014,-0.0049972287,-0.029706966,0.004210013,0.01953328
12183,-0.00087150314,0.014427466,0.008360156,0.026401702,-0.0033663705
12183.26639,0.012671821,-0.0021159942,-0.038812194,0.02614897,0.024414193
12238,0.022710878,-0.021980101,-0.010203536,0.0039621154,-0.016893622
12298,-0.019879198,0.02188978,-0.025768232,-0.021153305,0.015871407
12361,0.023256084,-0.023406541,-0.015509878,-0.014495276,-0.0089115705
12361.1067,-0.029421354,0.0072330507,-0.014722536,0.0060028834,-0.002042181
12361.63941,0.0020814731,0.0011712596,-0.0181751,0.0042002797,-0.007592979
12391,-0.012730961,0.008553995,-0.012045229,0.0018060918,-0.02556922
12411,-0.003946225,0.01763697,-0.0039503826,-0.0060806223,0.0010251552
"12411,53227,433920",-0.014034999,0.019269846,-0.013855296,-0.009728554,0.015087731
12411.431242,-0.029767442,0.017091688,-0.014342383,0.03754407,0.004167311
12411.433919,0.035056964,0.020311305,0.018713038,0.008186409,0.0029550008
12411.43392,-0.032469165,-0.01350257,0.0042698877,0.008257674,-0.011317598
12411.433921,-0.018256623,0.024488553,-0.0062492625,0.016326066,-0.0022024089
12498,0.0028464913,-0.011725701,-0.009424219,5.055815e-05,0.007079187
12498.105052,-0.031409614,-0.038661417,0.011777116,0.00423753,-0.0047329054
12504,-0.023288682,-0.0019796994,0.03319943,0.028073112,0.02346191
12659,-0.0040295096,0.006298513,0.0070253597,-0.014887974,-0.024867656
12659.7794,-0.013717333,0.0098217465,-0.018606115,-0.016157134,0.014114069
12797,-0.021401213,0.005269778,0.031912368,0.0024191444,-0.009281227
12813,0.0327914,0.02053297,0.0147878025,0.031409573,-0.0050111776
12813.431856,0.014860788,0.011255434,-0.012469432,-0.031312697,-0.0038243793
12879,0.036075134,-0.00027817636,0.007931412,0.006610746,-0.0019540489
12972,0.009328942,0.0026257078,-0.0028926865,0.01877607,0.015968729
13014,-0.028631711,0.03467207,-0.0053476095,-0.03708645,-0.002265151
13042,-0.00076419266,0.011580554,-0.022374371,-0.02052928,0.0202253
13054,0.06878072,-0.03771144,0.050438143,-0.018479582,-0.023957837
13058,0.019259032,-0.01661225,0.0017603487,0.015127329,0.014831838
"13058,57540,600397",0.0047360607,-0.026954373,0.0029535224,-0.008371505,0.016161883
13058.600397,-0.009283659,0.026421215,0.0013752632,0.004236442,0.012674083
13126,0.017116046,-0.024073232,0.027302336,0.0050680367,-0.032473363
1315,-0.017230822,-0.018984115,0.012115621,-0.02104437,-0.024857098
13161,0.007075897,0.021154938,0.0023467324,0.032504223,-0.012551496
13163,0.0053528016,0.028799355,-0.004160536,-0.0016800404,-0.024451388
"13163,3131,551,2787,13164,455,7928,1971,493,34372,518,870",0.003931782,-0.01830026,0.06264202,-0.04637134,0.0035820757
"13163,433112,513,27751,9948,1971",0.015216088,-0.005031361,0.0077724857,-0.018078674,-0.03570635
13163.229,0.0010236802,0.0030213324,-0.00031533427,0.009079063,-0.012619694
13163.2743,0.02580231,-0.04000178,0.010767377,-0.030919442,0.00437773
13163.6515,0.02460863,0.02039791,-0.010994653,-0.011882185,0.0076696808
13163.876,0.013374647,-0.017297838,-0.0037419014,0.016070416,0.0022130988
13164,0.008461274,-0.048877407,-2.4006144e-05,-0.01632372,-0.018076923
13176,-0.056562327,0.026571656,-0.008963496,-0.015311343,0.0030477731
13279,-0.00092423486,-0.000326417,-0.015784295,0.005656266,-0.0014207572
1331,-0.023578577,0.029215664,-0.019329032,0.02964529,0.0014583364
1334.3076,-0.028537367,0.018086646,-0.0026744828,0.0021279894,0.004313363
13353,0.025096172,-0.018888097,-0.014084196,0.0029488034,-0.005423126
13353.19071,0.009708224,0.00071181805,-0.0034974427,-0.038784634,0.015779004
13353.431869,0.019936895,0.009562062,-0.005326548,-0.009642344,0.0151403975
13359,-0.011153302,0.004768985,-0.036776036,0.0038277388,-0.008309374
13360,0.00642866,0.0027294725,0.009066211,-0.013173615,0.030634005
13377,-0.029388424,-0.00025459682,0.0014504809,0.00860189,-0.01964764
13377.9839,-0.0044059367,0.013439162,-0.012138201,0.03003107,0.010414317
13515,0.006685584,0.008850522,0.005489208,0.030502874,-0.038906004
13515.2836,-0.043277167,0.014078805,0.0197523,-0.0010433256,0.008589461
13526,-0.017580947,-0.018190246,0.010869923,-0.003029716,-0.010680771
13585,-0.06103108,0.0077156895,-0.05045111,0.020002943,-0.016985705
13585.27593,-0.020867327,-0.0038057074,0.006442517,-0.021882385,0.015370603
13585.2999,-0.023767356,-0.014132422,-0.008545188,-0.00075044634,-0.0090037035
13585.433618,0.00645144,0.010305623,0.0054412773,0.009329588,0.0053923195
13705,0.04030729,-0.014462966,-0.025669193,-0.0093892375,0.003260246
13765,-0.007034184,-0.005757287,0.012234626,0.011815467,-0.008589821
"13820,13822,602187,13823,604118",-0.018739842,0.0013804436,-0.027570158,-0.01105103,0.016129047
"13820,13823,619016,619017",0.010963632,-0.0037802078,0.019154454,-0.027684232,0.0014063418
13862,-0.017875947,-0.014594769,-0.029075336,0.030769452,-0.018581059
13862.24,0.0062787803,0.041298904,-0.0060789757,-0.0024208329,-0.0021322127
"13870,8033,7905,432196",-0.012578167,-0.009766283,0.007547587,-0.014653223,0.0014018982
13870.8033,-0.014691228,-0.0014381453,-0.011595383,-0.02053175,0.009429058
13870.9204,0.0029414028,-0.005604009,0.014197509,0.0149544375,0.023526225
14017,-0.004718676,0.006543265,-0.016124438,0.018300477,-0.013361749
14197,0.02696973,-0.013429342,0.03943199,0.009309091,0.009838419
14264.3075,-0.009919291,0.00040215402,0.0010729537,0.005778668,-0.006013156
14310,-0.01944023,0.004171475,0.03245219,0.008255027,-0.011615122
14320,-0.0071665635,-0.007546596,0.009562217,0.014440301,-0.014619848
14321,-0.030175436,0.0006295584,0.006686465,0.022771101,0.0022462967
14321.16447,0.0006724045,0.012899825,-0.013001469,0.0039083255,-0.0066193244
14321.433921,-0.016703954,0.036685985,-0.019898832,0.023785077,0.019294556
14321.8126,-0.007826625,-0.006186879,0.0062329033,-0.011146696,0.019745464
14356.107599,-0.014333221,0.002425171,-0.010878336,0.011539841,0.023917863
14358,0.03187589,-0.0074196085,0.0050241733,-0.02599139,-0.02760655
14362,0.007885566,-0.021947151,0.01571634,0.014667131,-0.04171715
14481,0.045938738,-0.046207353,0.045184772,-0.053635098,-0.014091847
14481.106875,-0.006457315,0.016212396,0.008927045,0.00042937323,-0.008105233
14493,0.031036282,-0.020607555,0.013746318,0.016291432,0.025622606
14493.493,0.009454708,0.012666454,-0.031059667,0.015569344,-0.027580416
14493.762124,0.0077633024,-0.011384015,-0.0082324,0.005474837,0.007952133
14546,-0.0029298712,-0.010216944,0.012362217,-0.034263473,-0.0064373957
14546.107722,0.012938443,0.008255921,-0.009211829,0.033232413,0.015792664
14546.25739,-0.024947368,0.016850974,-0.015979324,-0.0064061196,0.0071543306
14546.43167,-0.023899913,0.004147249,0.0064017223,0.027191263,-0.0061013773
14546.914,0.016441336,-0.0036079795,-0.005789713,-0.03135541,-0.0005905852
14546.9408,-0.030533016,0.035069868,0.0074333535,0.032579422,-0.013730988
14550,-0.02124385,0.024146566,0.015966633,-0.0018658303,-0.010860518
"14550,613954,36085",-0.018233009,0.01748592,-0.009833338,-0.001308915,0.025759151
"14550,72764,36085",0.025605526,0.0030438364,0.025129512,0.025989091,-0.047490705
14550.34089,-0.058864646,0.013326113,-0.021627601,0.014596487,0.023759123
14550.36085,0.009807833,-0.028432678,0.020442536,0.010940537,-0.0065502287
14570,0.03520112,0.02991419,-0.007656306,-0.007945383,-0.009758951
14575,-0.023235207,0.0068303943,-0.014448961,0.009905,0.0009783326
14575.1113,-0.014707817,-0.008263019,0.01542419,0.014142063,-0.00081185286
14575.5494,-0.007600642,-0.003642327,0.008307267,0.009327133,0.009651695
14575.7514,-0.009050371,0.030287642,-0.009601711,-0.028704623,-0.022129083
14575.7918,0.0064224736,0.0065916753,0.007947228,0.008218107,-0.014119275
14575.871,0.0091725085,-0.022943497,0.026368875,0.00577704,-0.028745953
14646,0.002897855,0.00064933376,-0.027402217,0.009654785,-0.006302935
14662,0.0028381012,-0.0095530255,0.013908893,-0.01700755,-0.006128378
14714,-0.030885,0.0054890723,-0.029334107,0.03186188,0.012082106
14714.26639,0.019487903,-0.0046731075,-0.0034915418,0.0028937042,0.008514313
14718,-0.043439277,0.026009494,-0.010455971,0.0093439575,0.016635427
14741,0.0015603707,-0.030556062,-0.035876714,0.0016367998,0.0022507939
14741.8937,0.024421643,-0.026031652,0.019737076,0.021414276,-0.00024735034
14741.9145,8.365586e-05,0.043755587,0.0077357725,0.004346148,0.0040042205
1481,0.004317115,0.018138412,0.004887703,0.025975436,0.008213324
15011,-0.0119555155,0.0031679408,-0.014634703,-0.0080105085,0.013407903
1512,-0.042348687,0.010276293,-0.009877261,0.014015508,0.027806442
1512.15504,0.0012725607,-0.0330284,0.007854259,0.0029771507,-0.0151913315
15182,-0.016392043,-0.019299066,-0.0019061506,0.030728096,-0.013922052
"15182,601849,11736,56134",0.011206652,0.011122066,0.010863518,0.008246223,0.01343731
"15182,601849,56134",0.016357869,0.035433985,-0.0063371733,-0.028715298,0.011241961
15182.601849,0.008871657,-0.0406375,0.021498958,-0.0045985333,-0.0071556373
15417,-0.031249141,0.03202818,-0.045216307,0.0037293392,0.016971108
15439,0.016822405,-0.0074139596,-0.03409641,0.0027467557,0.008028751
15696,-0.0064113885,0.0037634284,-0.021747008,-0.015733391,0.016048588
15846,0.06446604,-0.025461828,0.016898733,-0.0050394535,-0.0073505775
15893,0.020599812,-0.020049078,0.038603604,0.011796238,-0.017980482
16,-0.032137573,0.042497963,0.012916552,0.011734572,-0.010373121
"16,8033,362",-0.042250045,0.0071399673,-0.038128108,-0.026039824,0.012923884
16.7907,0.014594006,-0.016746704,0.003884197,-0.015246123,0.033481605
16.8033,0.014191089,-0.081181124,0.02322355,-0.019787868,-0.02070162
16060,-0.0300937,0.03412327,-0.0064226985,0.0029811754,-0.020687316
16068.10715,-0.0216602,-0.011691351,-0.007805356,0.0021377816,0.011714159
16323,0.030737927,-0.021122828,0.0076408014,0.03145523,-0.02005351
16409,-0.010167149,0.011500771,-0.011354823,-0.019252393,-0.009948963
16409.47562,-0.016712733,-0.051,-0.0018747381,0.03618571,-7.553845e-05
16447,-0.010937659,-0.0067301393,-0.022889055,0.0056694867,-0.026737982
16569,-0.0035404838,-0.01716646,0.0046742526,-0.008334288,0.0017691754
16569.433921,-0.014264735,-0.014521954,-0.021296563,-0.0128499,-0.004555522
16569.615838,0.030161828,-0.017824221,-0.0013263762,-0.009615535,0.004492213
16569.633697,-0.020417081,0.027000409,-0.028242832,-0.023207033,0.0044935136
16732,-0.052927922,-0.015899485,-0.03171472,0.012515245,0.014554376
16736,-0.019871365,-0.0065975264,0.002310484,-0.026798155,0.0010090538
"16736,16737,17838",0.06289288,0.0041079125,0.025777549,-0.016137743,0.0059432583
"16736,432358,17838,2247",0.018637707,-0.028823,-0.013916314,-0.006547563,0.03456649
"16736,68678,433680,2247",-0.00019450634,0.0084801195,0.0025548683,-0.036801405,-0.0051337373
16736.17838,0.0047858297,0.023672622,-0.009004345,0.017652635,0.007502596
16736.432358,-0.016982494,-0.0045524025,0.020599639,0.0071788616,-0.020842742
16736.562,-0.017829897,-0.012416491,-0.033416573,0.023969457,0.023957664
"16737,16736,17838,432358",-0.00030068756,0.00031410455,-0.019108701,0.011688191,0.021520725
"16737,1868,901",0.017446473,-0.022591582,-0.01811954,0.027702847,-0.023958934
16920,-0.010726845,-0.003751938,-0.004960577,-0.009001602,-0.003991857
16920.11618,-0.0076015564,0.027410785,-0.018906165,-0.034350745,-0.007939714
16920.58908,-0.026979527,0.020016998,-0.029174145,0.051647477,-0.0030384795
16920.600984,-0.011264803,-0.0053878413,0.025732923,-0.016199717,-0.003911725
16920.66646,-0.0034513497,0.005847186,-0.014905661,-0.009317065,0.016936835
17291,0.008385491,-0.014700872,0.051506877,-0.014327077,0.0033577487
1730,-0.01570016,0.03986018,0.009679345,0.023795128,-0.008056584
1730.25739,-0.013801472,0.03545664,-0.06075617,0.0029201093,0.037235115
17375,-0.004072817,0.019175058,0.008616535,-0.002632544,-0.0077106147
17814,0.008935143,0.0071411035,-0.0025364566,0.040331684,0.00664991
17905.433101,-0.00992703,-0.009841716,-0.032300197,-0.010450436,-0.009519895
18033,-0.024414798,-0.0024057026,0.0012278769,0.021973958,-0.00070197135
1809,0.009688384,0.012201792,-0.0038799793,0.02121004,0.0029119612
18244,-0.010704132,-0.0072863176,-0.031669285,0.014702776,-0.001895532
"18244,18252,71203,72597,36209",0.004540679,0.0048912554,-0.002425416,-0.003541565,-0.01238163
18244.5411,-0.009011394,0.004523213,-0.0026367016,-0.009102389,0.013884762
18244.56067,0.008223111,-0.00294438,0.004651657,-0.03059132,0.003436555
18244.9204,0.015549858,0.020621996,-0.0059403153,0.011150217,0.02608839
18252,0.006219193,-0.03809601,-0.024162015,0.0020046781,0.01025157
"18252,71203,1334",-0.008891603,0.0025552958,0.016318724,-0.015623568,-0.01276907
18256,0.008447697,-0.0060634953,0.01278427,0.019172698,0.0022223026
18256.485,0.019145122,-0.021883968,-0.012135684,0.0144409435,0.011937798
18272,0.013750839,-0.023880158,-0.039047725,0.005905694,-0.014835307
18272.20087,-0.015725348,0.038716726,-0.017902965,0.0216734,-0.013010517
18272.29768,0.01895186,-0.025455832,-0.021108689,0.020957084,-0.016876105
18272.3075,0.010206735,0.015699243,0.00790367,-0.020699615,-0.0019457865
18272.45739,0.009156224,0.014835762,-0.013768816,0.0053226287,0.018571781
18273,0.028394219,-0.008354199,-0.003370721,0.0071839094,-0.009449111
18493,-0.030660799,0.004397386,-0.012796065,0.01522169,-0.016717315
1868,0.05372227,-0.0037337602,0.032361925,-0.008464602,-0.017531749
"18695,30236,1089",0.011642547,-0.018769827,0.03591477,0.04730899,-0.006311202
18740,-0.0068598366,-0.013635894,0.033075176,-0.016430577,-0.0362724
"18740,22233,3172",0.035672624,-0.001483415,0.02197278,-0.0014170721,-0.028495466
18785,-0.019045707,0.023543905,0.018314678,-0.00048314704,-0.0073283315
189279,-0.030162001,0.0300334,-0.03702113,0.0037813187,0.02913252
189354,0.003738901,0.0031244985,0.035770662,-0.02696237,-0.015405116
189374,-0.011362964,-0.014515179,0.021320995,0.013652128,-0.011740103
189455,0.0031022895,0.02634927,0.0070172907,-0.014196843,0.021377007
18950,0.005201635,0.01991975,-0.0009857684,-0.0010373645,0.016606227
"18950,68678,7907",-0.0063563497,-0.014684233,0.0016770519,-0.014691545,-0.02511018
189510,-0.008731802,0.012868708,0.005905804,0.016145775,0.002239351
189569,0.009291943,-0.020922363,-0.007986277,0.0010554604,0.012909463
189572,-0.010060879,0.0021419837,-0.0071089417,0.01337261,-0.024198458
189575,0.01648205,-0.020472614,0.00805626,-0.020102164,0.0037954792
189594.1022,-0.0035093445,-0.006766054,-0.04260958,-0.02310982,0.025181156
189603,-0.010805897,0.006248902,-0.0087399315,0.014735423,-0.00895324
189617,-0.015457535,0.0045773084,0.018423498,0.0026672469,0.011744255
189627,-0.028019447,-0.008999598,-0.03982387,-0.0054543656,0.020154571
189661,-0.009655488,0.008382013,0.0031149858,0.0072987475,0.012665631
189661.54466,-0.009297913,0.0254998,-5.231798e-06,0.0009821386,-0.040363796
189666,-0.038283408,0.02743705,-0.0145816,0.015240776,0.015223335
189680,0.048159998,-0.0434497,0.015129356,0.026653782,-0.0008573473
189686,0.02021173,-0.011702845,-0.0009382822,0.015154863,0.0029413954
189697,0.0025666996,0.0052961977,-0.0032295883,0.005112381,-0.015118043
189714,-0.016735371,-0.0036781528,-0.002197116,0.0064468607,-0.0057959543
189732,-0.018854577,0.0004350761,-0.008129659,0.007268718,-0.0052267653
189753,0.035744663,-0.006076771,0.016855165,0.016696084,-0.027526548
189753.47505,0.008282791,0.00027481467,-0.049556043,-0.01354703,0.0105045885
189753.6112,-0.00943403,0.01569201,0.008618192,0.0010966196,0.009502496
189849,0.012622108,-0.014192365,-0.019721888,-0.023912765,0.0032346286
"189849,68330,74385",-0.009150652,0.024042383,-0.036058888,-0.006131824,0.0098271575
