composers_id,composers_id_0,composers_id_1,composers_id_2,composers_id_3,composers_id_4
100045.100019,0.055053096,-0.0126042245,-0.026604813,0.020829761,0.0068234853
100046,-0.039546587,-0.02879054,0.0043783947,0.0026057512,-0.025633201
100047,-0.020947803,-0.018494423,0.03592866,-3.8452446e-05,-0.00089318753
100048,-0.058275215,0.024749488,0.02617554,-0.0055150227,0.013604453
100049,-0.043573797,-0.03634327,0.02382921,-0.01801836,-0.0019711643
100050,0.0359573,-0.06372933,-0.024866728,0.014109152,-0.029169029
100053,-0.06726966,0.038098495,0.03816415,-0.016680356,0.010613164
100054,-0.010248525,-0.0060942257,0.009306488,0.012968388,-0.010311964
100054.100218,0.0063109635,0.016197449,0.00184962,0.027440105,-0.00988018
100054.100318,-0.05995192,0.011684209,0.005176499,-0.008489028,-0.030135343
100054.103203,0.043363385,0.0012397654,-0.0012734688,-0.0031406567,0.035128362
100055,-0.09388288,0.06319872,0.0278623,-0.020416483,0.03458969
100055.100058,-0.061471306,0.03595128,0.0048971446,0.0054327548,0.016562322
100056,-0.013897428,0.029592598,0.013880183,-0.001201927,0.031959143
100056.101718,-0.03794589,-0.0104830805,0.04556724,-0.010650581,0.008056467
100057,0.004164435,0.015950691,-0.05269919,-0.012408356,-0.052017707
"100057,100109,100026",-0.043718897,0.032565128,-0.012372321,-0.027222464,0.011623238
100058,-0.036049645,0.013554221,-0.013935315,-0.0038957286,0.022859495
"100058,101416,100739",0.028763276,0.0053709983,-0.0051009045,-0.016212609,0.02193126
100058.100739,0.034569222,0.01090437,-0.008371923,0.0042440346,0.0038521555
100059,0.03103437,0.0023667798,0.008382321,-0.0021978603,-0.0020559565
100060,0.050078593,-0.008329253,-0.054063074,0.013151249,0.01120015
100064,0.010315465,-0.015793484,-0.054411333,-0.008916585,0.041336775
"100064,100099,100184",-0.12093878,0.028390676,0.0748307,-0.010589242,-0.017970767
100064.100003,-0.008722374,-0.002208319,0.024914239,0.005278416,0.023155805
100064.100367,0.049349193,-0.032715596,-0.019392956,-0.03151977,-0.017240973
100064.101139,0.04088678,-0.020999243,0.0014858216,0.0032623908,0.018400045
100064.104305,0.010598766,0.007216367,-0.004550564,0.010247016,-0.019209664
100064.22702,0.09936248,-0.0462637,-0.07818737,0.05306961,-0.034978963
100064.33816,0.061169993,-0.034115948,-0.023640618,-0.01992387,-0.0256374
100064.612901,-0.07730514,-0.015227909,0.030863512,-0.0047095194,0.0033611879
100066,0.08891517,-0.05948057,-0.066401124,-0.015124148,-0.015801534
100067,-0.04715256,0.034049876,0.05692894,-0.012730177,0.0074813655
100068,-0.001084356,0.00067550165,0.009244697,-0.0011150114,0.0110254865
100069,-0.020989988,-0.0016882715,0.046423882,-0.021007996,-0.008898136
100071,-0.036543638,0.008801621,0.030355657,0.0064026276,0.017377201
100071.10031,-0.00874621,0.025762636,-0.01734466,0.0007331744,0.04121282
100072,-0.038351018,-0.015186067,-0.009091658,0.0023998923,0.012911135
100073.100625,-0.037215102,0.0074530253,-0.014532879,0.019808559,-0.029038649
100074,0.019081395,-0.00726994,0.0035343766,-0.013169909,0.0005544812
100076,-0.08014585,0.034370013,0.03491551,0.0299658,0.009564303
100077,-0.010739467,-0.017702967,0.0036821596,0.0068435287,-0.012185678
100078,-0.010467013,-0.033466008,0.030209133,0.024184862,-0.05666647
100079,-0.0036684126,0.03239671,0.0041934163,0.00961926,-0.020687986
100081,-0.061481975,0.0019239218,0.05995192,-0.034046073,0.0023039714
100083.431379,-0.017682966,-0.0046937764,0.047980115,0.010943962,-0.042422682
100086,0.023361878,-0.032967612,-0.003188245,-0.01736308,-0.009103621
100086.603453,0.0211039,0.013779427,0.022022156,0.0063668354,0.0043309643
100088,0.018254196,-0.005460264,-0.0027574948,0.0050989697,-0.036217224
100089,-0.07456471,0.041014288,0.014030987,-1.5453994e-05,-0.0028711483
100091.100092,-0.053341996,0.0009903827,0.013177505,-0.00558723,-0.0039912635
100093,0.039757766,0.04578385,-0.017624449,0.019060642,-0.0010014412
100093.100011,-0.056607954,-0.020754054,-0.0015995449,0.015121521,-0.005020053
100094,-0.01954335,-0.023872843,0.007795089,-0.00994334,-0.0050195856
100099,0.027026847,-0.02305232,0.028959189,-0.015167507,-0.023180582
100102,-0.12517962,0.033440642,0.05570061,0.017352795,-0.020078398
100103,0.014341004,-0.021897685,0.048624765,-0.011695807,-0.009253018
100103.100006,-0.045279406,0.0026847464,0.02535761,-0.023871828,0.048328213
100103.100018,-0.020242777,0.0026028536,0.00013571829,-0.01830786,-0.016927823
100103.100109,0.027706528,-0.015567252,0.015313888,-0.0032618716,0.0050885333
100103.100135,-0.114574805,-0.001954098,0.08248192,-0.02783857,0.0031214654
100103.100152,-0.09859745,0.047618944,0.044391017,-0.0012139886,-0.0045827655
100103.100183,0.06709676,0.03828194,-0.03717383,0.038335066,0.024398971
100103.100275,-0.062121905,0.036645222,-0.006245614,-0.016826473,0.032842293
100103.100306,-0.022321288,0.00976038,0.0002676688,0.0123871695,0.021785159
100103.100913,-0.02089281,0.009766507,0.02871553,-0.015904898,-0.023181537
100103.101343,-0.08381761,0.05742984,0.017154375,-0.0063644336,-0.02248897
100103.101546,-0.039765663,0.010201996,-0.0044548805,-0.010307999,-0.031552576
100103.102021,-0.01287238,0.0007430829,-0.02143279,-0.007352463,-0.017700523
100103.102411,0.05524404,-0.0007270902,-0.015158507,0.015593198,0.020199921
100103.103679,-0.044463456,0.020601507,-0.012453397,-0.009319911,0.004454641
100103.189889,-0.07652525,0.028254623,0.026342582,-0.022537617,-0.025120724
100103.33816,0.020944417,-0.020648593,-0.0066990755,0.0005218871,0.0045881607
100103.362,0.01049962,-0.017816575,-0.019662507,0.007285061,0.013778793
100103.408,-0.005072172,-0.019526426,-0.030886423,-0.011172028,0.012807963
100103.603185,0.030509645,0.017539825,-0.01396279,0.011211407,-0.009006055
100103.61395,0.0104760695,0.017633881,0.006941407,0.010832428,0.009591324
100103.67663,0.031636342,-0.048866164,-0.026770508,-0.005359879,-0.014265758
100104,-0.08248534,0.016452193,0.011619123,-0.026505332,-0.028380591
100104.100131,-0.038305826,0.0010621831,0.0005442187,-0.02687926,-0.023411773
100105,0.020884806,-0.008417974,-0.008980061,-0.007430655,-0.0023550093
100107,-0.091017,0.06496511,0.03281359,-0.02120471,0.0142453015
100108,-0.05936871,-0.024357777,0.022000697,-0.004011865,-0.012303696
100109,-0.04229483,-0.062301446,0.0519012,-0.038547255,-0.03569733
100109.100108,0.0104991775,-0.018909566,0.012644237,-0.006110625,0.0030169017
100109.100905,-0.05694629,0.016780917,0.030005539,-0.0050463467,-0.011627192
100109.102253,-0.030094137,0.0098513495,-0.0018690921,-0.011239733,-0.02117007
100110,-0.028903078,-0.026278943,-0.025546184,-0.0009576596,-0.008578799
100111,-0.06568834,0.05768943,0.03041687,-0.00060691684,0.02795815
100116,0.035513766,0.00974497,-0.031990945,0.022128817,0.0062525184
100119,-0.049445413,0.0270338,0.0033741663,-0.021475915,0.013047555
100120,-0.021980032,0.024186164,0.012615484,0.006098372,0.0034726902
100121,-0.028376859,-0.015582381,-0.008841162,0.009258831,-0.008645237
100122,0.007878786,0.014769475,-0.007982455,-0.0011295468,0.0052968934
100123,0.037684344,-0.0072201984,-0.04113685,-0.007837469,-0.011960755
100124,0.11437075,-0.05318458,-0.0776033,0.030032437,0.008409103
100125,0.05018393,0.01935541,-0.016041895,0.025904754,0.01713019
100126,-0.13522793,0.09457276,0.052393842,-0.021876223,0.016359592
100130,-0.009780501,0.0019986525,0.004950469,0.0045659984,-0.027542744
100130.100334,-0.013852468,-0.0056746127,-0.034838654,0.011922238,0.011940265
100130.100341,0.004695707,0.0045622727,-0.01885297,-0.0022375516,0.007593998
100130.101512,0.005594065,0.021484565,-0.015210977,-0.0198959,0.011492279
100130.102516,0.02597883,-0.005436595,0.005340732,-0.00849243,0.012210255
100130.106084,0.026487451,0.0071846247,0.0043425607,0.025988767,0.012441871
100131,-0.05456207,-0.013763542,0.023006877,-0.017835794,-0.043223638
100131.100305,0.03541698,-0.01417545,0.00609699,0.014020446,0.023724433
100132,-0.026764015,-0.02750386,0.03414921,-0.0150285065,-0.023157466
100132.100105,0.09016597,0.012142389,-0.048873775,0.014761957,0.004432887
100133,-0.041514166,-0.018005101,0.012399196,-0.037435498,-0.03740138
100133.101361,-0.029674387,-0.014689907,0.02404787,-0.02764425,0.0015655663
100133.269971,-0.014178311,0.014966698,-0.00043351948,-0.004270491,-0.003387171
100134,-0.04662477,-0.013819441,-0.0051261946,-0.0023669228,0.0005165426
100134.100258,0.011667104,-0.03422039,0.012450595,-0.0014832169,-0.001583799
100134.100299,-0.004937042,0.011193355,-0.031658173,-0.012100968,-0.027096134
100134.10031,0.010438586,-0.02303105,-0.03423669,0.022393523,-0.032779973
100134.102549,0.0070114434,0.03305221,0.0054804566,-0.012816821,0.01100528
100134.103925,-0.060289197,0.012269269,0.0045620296,0.011939448,-0.019831747
100134.26996,-0.033868633,0.00031696036,-0.024244567,0.024447111,0.02055901
100135,-0.012371959,-0.0006934816,-0.016720448,0.010837912,-0.019976854
100135.100126,0.04538112,-0.0050443537,0.02852062,0.012132082,-0.009883899
100136,0.038717102,0.011214385,-0.028079089,0.0010465473,-0.021679897
100138,-0.0988997,0.020825136,0.050384056,-0.014879095,-0.01688439
100139,-0.009391593,-0.044529237,0.026565652,0.011471138,0.0047806595
100139.269971,0.081923224,-0.0026771515,-0.07169257,0.010313877,0.01613963
100140,-0.013193762,-0.02380883,0.0013551477,0.009211737,-0.017377416
100143,-0.061029665,-0.021206016,0.0023038206,-0.019386943,-0.01055252
100144,-0.04458611,0.0018364072,-0.007248496,-0.011500734,0.0034029037
100145,-0.00015254095,0.0028462252,-0.01708137,-0.0013341121,0.03300773
100145.100477,-0.07646106,-0.013042593,0.021273619,0.009529856,-0.006296552
100145.638048,0.013121781,-0.008654608,-0.006278834,0.0016254643,-0.027704071
100146,0.0184263,-0.022222996,0.019904455,-0.017799322,-0.010602433
100147,0.028885722,-0.025140515,-0.0036314367,-0.0053986087,-0.007633841
100148,-0.033309985,0.012464428,-0.008149444,0.004238294,0.0049092607
100148.100723,-0.05559815,-0.019219542,0.01993445,-0.017277023,-0.001522471
100149,-0.06467301,0.032081835,0.0033329173,-4.8894435e-05,0.005523256
100149.100159,-0.0697281,0.025409698,0.040759336,-0.02620082,0.024180684
100150,0.0010051623,-0.021316897,-0.015113512,-0.04191886,-0.0146977035
100151,-0.04239546,0.010552259,-0.01698068,-0.012151536,0.038015123
100152,0.0038817818,0.00021831617,-0.037145484,0.0033926251,-0.020308588
100152.13705,0.06328182,-0.050436385,-0.023894122,0.02345005,-0.018895587
100152.434065,-0.010508167,-0.022891032,0.031386554,0.032015607,0.012945416
100153,0.014591878,0.0082484605,0.008941023,0.0068863956,0.014474844
100154,-0.06003169,-0.0009780123,0.039410524,-0.038867824,0.0064948634
100155,0.10933901,-0.02645365,-0.09412698,0.035319388,0.0015509367
100155.100407,0.009755256,0.038472623,-0.024926493,0.035471696,0.023376986
100155.100424,-0.059331708,-0.01039177,0.0064501734,-0.041029125,-0.015693916
100156,-0.045721646,-0.0016796819,0.025795022,-0.009468994,0.016419176
100157,-0.010619581,-0.004606449,-0.005695096,-0.0117715495,-0.02804403
100158,-0.05411783,0.08510748,-0.040020183,-0.006556862,0.01180049
100158.101893,-0.10057241,0.029301409,0.054340057,-0.030675758,0.002730845
100158.105035,-0.04717263,-0.011631721,0.029707853,-0.03216882,0.022033319
100159,0.013570318,-0.053184927,0.001397185,-0.0051705777,-0.03678771
100162,-0.0829651,0.010953164,0.03552831,-0.007428029,-0.026717132
100162.10334,0.056196578,-0.0013525754,-0.035183884,0.015483621,0.0032789907
100167,-0.011197196,-0.054405652,0.0048461827,0.016243497,-0.0135625275
100168,0.015666362,0.01878297,-0.022618452,0.0041151624,-0.0010558823
100169,-0.090648696,0.027197892,0.047216225,0.01137636,-0.032562066
100170,-0.036106337,0.00740633,0.018635193,-0.006444922,-0.025534447
100171,-0.038798753,-0.011686763,0.034608793,0.003120254,-0.030444618
100171.787967,-0.033211768,0.0023979694,0.008732939,-0.008520704,-0.00076991844
100172,-0.103399016,0.051510446,0.07363093,-0.0126906205,0.003562723
100173,0.019941408,-0.0066106184,-0.031917043,0.023268534,-0.029572273
100174,-0.017645214,-0.05077188,-0.014872039,0.0051827375,-0.029448858
100177,-0.07120497,0.018682014,0.02399984,-0.016924834,0.014115244
100178,0.062479578,0.01953886,-0.016360627,0.019054072,0.033378933
100182,0.008970592,-0.0091309305,0.007141487,-0.019809414,0.011832071
100183,0.009591942,-0.020785581,-0.016917998,0.004284545,-0.025686141
100183.100299,-0.048826914,0.004553332,-0.006069994,0.002197206,-0.0019742206
100183.100758,-0.034869388,0.013645711,0.042939417,0.009560423,0.04489178
100183.270682,0.024956502,0.021363359,-0.007825358,0.016359445,0.028855443
100185,-0.012829515,0.0028450005,0.018319061,0.0021203805,0.008178535
100187,0.072991446,-0.009697596,-0.02262197,-0.009432706,0.030493503
100190,0.0020178563,0.022443067,-0.017230261,0.017164346,-0.01630957
100191,0.010251783,0.018853996,-0.0070642084,0.0062506786,-0.0069859833
100192,-0.16182403,0.049366772,0.10782073,-0.045591224,0.02570967
100192.100121,-0.025638644,-0.0049547264,0.008445164,-0.0070245736,-0.0056688427
100193,0.047411166,-0.004464533,-0.016867751,0.04568962,0.01867145
100194,-0.005015092,-0.023707591,0.0070380033,-0.003299856,-0.019617267
100194.103948,0.010046207,0.043914307,-0.05850014,-0.0019290649,-0.009939298
100195,-0.035409153,-0.0053209052,0.023630593,-0.011420995,0.013657275
100196,0.01529377,-0.004610744,0.025975715,-0.011368053,-0.000890236
100197,0.02483004,0.018040348,-0.012785666,-0.0011370825,0.007433241
100197.105141,-0.07524644,0.079665355,0.0012912154,0.010441558,-0.013125762
100199,-0.018964777,-0.031321265,0.016630737,0.0050614765,0.008307099
100199.612753,-0.01408284,0.005003486,0.02640817,-0.0024767318,-0.015097414
100200,-0.08515476,-0.0124037815,0.03737604,-0.017628979,-0.02103994
100201,0.07175928,-0.05508408,-0.032469414,0.0014536023,-0.021561112
100202,-0.034827333,0.005157654,0.07674458,-0.014936462,-0.0049118116
100204,-0.104585506,0.05291887,0.017460598,-0.01787145,0.02565451
100207,-0.014526911,-0.0032025035,0.023987647,-0.006624726,-0.012561113
100209,0.048862927,-0.03171867,-0.03922843,0.011148478,0.014793617
100211,-0.007812433,-0.0031972039,0.022889605,0.017162893,-0.0023834244
100212,0.025226587,-0.030983567,-0.018346174,0.0227393,0.020875726
100213,0.005365177,-0.046508454,-0.011580845,0.010008283,-0.018457945
100214,-0.052189045,0.031428766,-0.0018149714,0.0064168647,0.0058924453
100216,-0.06821112,0.029913109,0.031052206,-0.016947266,0.020542035
100217,-0.05731679,0.031075036,-0.037240215,-0.01795569,-0.011182012
100218,0.0018123916,0.004341128,0.00037861243,-0.0012728523,0.017691305
100218.100725,0.004682859,0.011444529,-0.021944901,-0.008919197,0.022196162
100218.100863,-0.05201124,0.016660597,0.0069070957,-0.009588301,-0.047195755
100218.100905,0.007589224,0.011157155,0.010133306,-0.0571841,-0.008489398
100218.101362,0.05549691,0.0321573,-0.018922988,0.019293845,0.035697274
100221,0.019837927,0.0035363436,0.008665772,-0.008543888,0.013255447
100223,-0.044991005,-0.01921598,0.04815927,0.0076168985,-0.009227316
100225,-0.040625654,0.017547576,0.008716157,-0.0145535525,0.010366517
100227,-0.019460866,0.0020879693,0.019330986,-0.0055290572,-0.008836297
100229,-0.085350975,0.06668898,0.0183583,-0.015180131,0.023629492
100233,0.0029772744,-0.024094712,0.02559479,-3.68461e-05,-0.03634935
100233.620974,-0.05128482,0.0056424867,-0.0038291507,0.013565624,-0.011066743
100235,0.01357162,0.0062953024,0.0147544015,-0.015932497,0.015331152
100236,-0.008382684,-0.003198114,0.0068379687,-0.026926478,-0.031416368
100236.101895,0.012322755,-0.012949583,-0.043198016,-0.0061174408,0.0112114195
100237,-0.013040039,-0.04813819,0.006426508,-0.021888332,-0.003834257
"100237,102426,101783",0.07422526,-0.00620329,-0.05158911,0.0076493174,0.0021310388
100238,0.010398773,-0.0040893676,-0.013467519,0.01838923,0.012059737
100239,-0.07811284,0.0009480923,0.055776887,-0.030285966,-0.048280496
100241,-0.042755168,-0.0068293214,0.013744732,-0.0055801985,-0.022942627
100242,-0.057422798,-0.007836016,0.0773885,-0.04199571,-0.0073861517
100245,-0.10931474,0.015285693,0.09379075,-0.024339546,0.0041491715
100246,-0.0643125,0.04219785,0.01233849,0.027354067,0.019483093
100250,0.098002,-0.031051215,-0.06791835,0.02769891,-0.020592641
100251.603188,-0.06777196,-0.015070261,0.020945719,0.008914061,-0.00031041802
100256,-0.013432356,-0.034944613,-0.04976788,-0.012757642,-0.028445581
100257,0.01256226,-0.019041307,-0.015046909,0.009087747,-0.01415146
100258,-0.034526043,0.018476123,0.0074190972,0.0007944636,0.02980273
100259,0.050022297,-0.008927034,-0.017058883,0.009488633,0.011672271
100260,-0.022407273,0.02292246,0.034558475,-0.03012008,-0.023474183
100262,-0.041674275,-0.01220506,0.009075302,0.008346343,-0.0069195526
"100262,102323,100043,100288,100280,100134,269960",-0.06329538,-0.016098231,0.032237895,-0.030861711,-0.0044786395
100262.609567,-0.07048032,0.018723514,0.030242393,-0.044764288,-0.024065726
100263,-0.058700614,-0.00996157,0.027565327,-0.035962492,-0.028927892
100264,0.033124905,-0.018014258,-0.018727254,0.018056728,-0.0040105404
100266,-0.103288054,-0.010713507,0.07552316,0.0121288,0.0020862669
100268,-0.019412791,-0.0036298693,-0.0042835046,-0.013502009,0.006170516
100268.603189,-0.03688612,0.004054661,0.026008654,-0.0163649,0.04305669
100271,0.13213237,-0.057374228,-0.09549348,0.04706227,0.012509311
"100271,100445,101700",0.1021785,-0.04844941,-0.036195856,0.0027092039,-0.043998875
100276,-0.058655463,-0.020932067,0.030330747,-0.015996203,-0.040101565
100279,0.004868225,0.0037389875,-0.039967556,0.011967931,0.019179463
100280,-0.03471773,0.0061880588,-0.01093728,-0.0029625627,-0.0016599435
100280.617277,-0.02983802,-0.012561491,-0.0097742425,0.00491325,0.0037681214
100281,0.024897173,-0.010207346,-0.02305447,-0.017489636,-0.0028952807
100284,-0.016482482,-0.014247766,0.02726205,-0.0033787661,0.0031557963
100285,0.044487108,-0.021960517,-0.062111698,0.027010297,-0.00044141785
100286,-0.023425171,-0.006298656,0.038172446,-0.00435857,-0.02325927
100286.100126,-0.020282535,0.0052896426,-0.019010827,0.013116281,-0.023467693
100288,-0.03710694,-0.0066455915,0.0056357244,-0.027270902,-0.040402032
100288.10031,-0.044856746,-0.014906746,-0.015233209,-0.0219396,0.011295202
100289,-0.18660077,0.082806274,0.09611045,-0.05309091,0.020574411
100290,0.018047545,0.008215429,0.004479633,0.023463808,0.0139586
100291,-0.011786226,-0.03226477,0.052421648,-0.016881036,-0.011498024
100292,-0.014682999,-0.0016716563,-0.007929291,-0.010431953,0.041111186
100294,0.030247618,-0.0078040836,-0.024311583,0.026470792,0.016662808
100296,-0.019846926,0.0029724822,-0.014930706,0.005322567,-0.024204308
100297,-0.0074007823,-0.014821869,-0.016373556,-0.02561083,-0.0010994561
100299,-0.09644536,0.039575607,0.06202528,-0.036471482,0.015285608
100299.100133,0.053373426,-0.024038773,-0.004423895,0.0037837527,-0.01392903
100299.100134,-0.06639591,0.01430997,-0.025913125,-0.020582061,0.003189747
100299.100183,0.03915923,-0.01657614,-0.07061683,0.0063908575,-0.0107622165
100299.100407,-0.04865814,-0.00090078264,-0.0020104859,-0.047384687,-0.014355438
100299.102334,-0.060013898,-0.008628468,0.08112765,-0.018259864,-0.022503251
100299.26996,0.052706737,0.019253256,0.02675214,-0.009032419,0.008333119
100304,0.043500315,-0.00986092,-0.025046071,0.017592901,0.042972326
100305,-0.0037601213,-0.042023323,0.057192456,-0.016324537,0.026578391
100305.100722,0.029408813,-0.015094839,-0.028729666,-0.017883006,-0.004894911
100306,-0.036265794,-0.0047102906,0.014687668,-0.034005143,0.011951347
100308,0.022568349,-0.014376235,-0.014538574,-0.017783701,-0.015078108
100309,-0.010158219,0.025371984,-0.0132789165,0.011537235,0.013045525
100309.100922,-0.002318471,0.013356194,-0.011028374,0.01129812,-0.0010631711
100310,-0.04000491,0.00073295087,0.0141376555,-0.009475621,-0.002211006
100310.10013,-0.074334644,0.060554504,0.018858457,-0.036080785,0.0028298192
100310.100218,-0.024991162,0.020155651,0.030847441,-0.021569952,0.009871417
100310.100774,-0.04211323,0.036101233,0.048182342,0.0036202066,-0.0063016326
100310.102289,-0.055309035,-0.027098779,-2.727583e-05,0.0078140255,-0.03085683
100310.617277,-0.02609764,-0.0026270584,-0.0040962705,0.013268222,-0.012699599
100311,-0.009020472,0.026337126,0.0039781807,-0.019295791,0.0050290404
100313,-0.048178446,0.028712755,-0.013404141,0.016777512,0.04942315
100314,0.04788299,-0.0043934635,-0.038749315,0.027705897,-0.030711163
100315,-0.061538976,0.027436089,0.053015936,-0.03495966,0.02526711
100317,-0.01158634,-0.0027715869,0.003951295,-0.00604534,-0.00096794666
100318,-0.0016369462,-0.011534297,-0.01539054,-0.013600439,0.013618168
100320,0.060730986,-0.014571687,-0.050054885,0.033287704,-0.0043625487
100321,0.025912572,0.032448,-0.023629174,0.02567334,-0.02006481
100322,0.0500064,0.029800076,0.022024518,0.015379232,0.029207807
100323,-0.12757535,-0.03975851,0.08547057,-0.027106917,-0.029196542
100324,-0.03738326,-0.004524869,0.0050958497,-0.0012733579,-0.027171507
100326,0.03243287,0.004374109,-0.042129207,0.04020421,-0.0036310735
"100326,101350,430157",0.009683747,0.02127565,0.0043986673,-0.022064084,0.0038295418
"100326,101888,430286",-0.051463604,0.06654862,0.019326571,-0.0016757936,0.0032468059
"100326,430157,101350",0.0048782537,-0.009128175,0.014066373,0.021478513,0.017226975
100326.10135,-0.048601113,-0.014259217,-0.0016144604,-0.005481057,0.02365283
100326.101888,-0.035264913,0.014036278,0.029739399,-0.019011443,-0.011087694
100326.3338,0.030694257,-0.026424587,-0.013575023,-0.0047543356,0.01650409
100326.430157,-0.013273114,-0.0054075187,-0.00022023916,-0.009529753,0.015825141
100326.430286,0.022790408,-0.022806114,-0.035816237,0.025031611,-0.027907556
100330,-0.03207364,-0.023742547,0.039836887,-0.011245373,-0.0030359763
100332,-0.036572665,-0.0022865632,0.010388212,-0.02110653,-0.034397293
100334,-0.007352148,0.009373024,-0.027183563,0.0004212983,-0.0014272319
100334.100461,0.06737751,0.022297265,0.024053399,0.049063675,0.042272262
100335,0.0024882301,-0.027289987,0.009698212,-0.0003283471,-0.049984954
100335.10031,0.052901737,-0.031166855,-0.031839404,-0.008643769,0.008793541
100337.103165,-0.036986094,0.01643711,0.037092503,-0.0338856,-0.011939871
100338,0.060876884,0.016953511,-0.08517178,0.028564656,0.02724118
100341,0.0019092441,-0.030737052,0.021032577,0.008007881,-0.028017428
100342,-0.049655244,-0.04156336,0.026112685,-0.041469123,-0.046679422
100343,-0.014090654,-0.004390505,-0.041054867,0.0020228252,-0.0065930868
100345,-0.06763761,0.040007208,0.024619605,-0.011793906,0.00077412726
100347,-0.009876342,-0.006021029,0.017164046,-0.0014819404,-0.010683789
100347.100233,0.027967889,0.017563183,-0.020604232,0.042649977,0.025776263
100349,-0.054751586,-0.014523837,0.05312594,0.013172555,0.019833406
100352,-0.04341659,0.020715347,-0.017660627,-0.020051464,-0.025773043
100352.100296,-0.00050189794,0.041616343,-0.013204975,0.019057548,0.049276788
100353,-0.071324386,0.028931782,0.04817034,-0.025044788,-0.01236815
100354,-0.030086463,-0.024909878,0.003289897,-0.007989684,-0.0030247166
100354.100906,-0.061987758,-0.027486611,0.02640225,0.017625561,0.023447951
100354.431243,-0.054459978,-0.01717987,0.018516628,-0.02321133,-0.048712365
100354.4332,0.04686442,0.0032694966,-0.024005111,0.038445655,-0.008596252
